S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,02/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,92.00 ,25.0,,,,,,,,,,,,,,7.00,7.00,7.00,4.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,02/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,39.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,02/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,37.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700312,1,Y,02/08/2021,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00030,PERUMAHAN METLAND TRANSYOGI CLUSTER AUCKLAND BLOK TJ 3A/29 JL RAYA CILEUNGSI,SETU SERANG KM2 CILEUNGSI BOGOR 16820    , ,22FI12A06XXX,1.50 ,1.5,,,,,,,,,1.50,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700453,1,Y,02/08/2021,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00030,PERUMAHAN METLAND TRANSYOGI CLUSTER AUCKLAND BLOK TJ 3A/29 JL RAYA CILEUNGSI,SETU SERANG KM2 CILEUNGSI BOGOR 16820    , ,22FI12A06XXX,4.00 ,4.0,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700412,1,Y,02/08/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI14A06XXX,7.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700324,1,Y,02/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,91.00 ,42.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700439,1,Y,02/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00039,CV CIBALAGUNG INDAH PERSADA PROYEK PENGECORAN GUDANG BLOK 41,PT RUSLIN VINILON SAKTI BEKASI    , ,LCPX12A06XXX,100.00 ,21.0,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,02/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1912.50 ,35.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700413,1,Y,02/08/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI14A06XXX,20.00 ,20.0,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,02/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3007.00 ,98.0,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,MANUAL,C3000D,,,
SO03-IDM210700437,1,Y,02/08/2021,DEDE JUNAEDI,CU02964,CV BUNGA AGUNG PERKASA,DPBUP00043,JL MASJID BABUSALAM RT 005 RW 001 KEC JATIASIH,BEKASI    , ,30MX12A06BKS,40.00 ,40.0,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,5.00,,MANUAL,C3000D,,,
SO03-IDM210700262,1,Y,02/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,51.50 ,25.0,,,,,,,,,,,,,,,,,,,5.00,10.00,5.00,5.00,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,02/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,25.00 ,14.0,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,02/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,34.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700410,1,Y,02/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,LCFI12A06XXX,200.00 ,21.0,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210700385,1,Y,02/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,45RX07A06XXX,109.00 ,56.0,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,,,,,,MANUAL,C0000E,,,
SO03-IDM210700368,1,Y,02/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,45.00 ,10.0,,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700428,1,Y,02/08/2021,DEDE JUNAEDI,CU04538,CV. ALHADI BERKAH SUKSES,DPAHS00054,LOCO. BP SARWO JL KETIMUN CIPAYUNG KEC CIPUTAT,TANGSEL    , ,25FI12A06XXX,10.00 ,10.0,,,,,,,,,,,,3.00,3.00,4.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700373,1,Y,02/08/2021,DEDE JUNAEDI,CU02175,PT SARDO TAMA ABADI,DPSTA00053,INFRA AUCKLAND THP 3 PROYEK METLAND TRANSYOGI,CILEUNGSI    , ,25FI12A06XXX,109.00 ,35.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
