S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210600208,1,Y,23/06/2021,DEDE JUNAEDI,CU01505,PT WANINDO SENA PERKASA,DPWSP00022,PERUMAHAN CITRA GRAN CIBUBUR BLOK DD8/8,JL ALTERNATIF CIBUBUR KM 4    , ,22FI12A06XXX,39.00 ,39.0,,21.00,18.00,,,,,,,,,,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM210400123,1,Y,23/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,729.40 ,21.0,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210400126,1,Y,23/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,2504.50 ,42.0,,,14.00,,,,,14.00,,,14.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210300182,1,Y,23/06/2021,FERDY WIDASMARA,CU00361,PT WIJAYA KUSUMA CONTRACTORS,DPWKC00011,APARTEMENT MEGA CITY BEKASI,JL AHMAD YANI   NO 1 BEKASI JAWA BARAT    , ,30MI14A06MBA,57.00 ,14.0,,,7.00,7.00,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600189,1,Y,23/06/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,15.00 ,12.0,,,,6.00,6.00,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210300364,1,Y,23/06/2021,FERDY WIDASMARA,CU00361,PT WIJAYA KUSUMA CONTRACTORS,DPWKC00011,APARTEMENT MEGA CITY BEKASI,JL AHMAD YANI   NO 1 BEKASI JAWA BARAT    , ,35MI14A06MBX,39.50 ,6.0,,6.00,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210600304,1,Y,23/06/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00023,CV CIBALAGUNG INDAH PERSADA PROYEK PENGECORAN GUDANG BLOK 24-31 PT RUSLI VILON,SAKTI PANGKALAN 6 BEKASI    , ,30PX12A06XXX,245.00 ,89.0,,,,7.00,14.00,14.00,14.00,14.00,14.00,12.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM200900039,1,Y,23/06/2021,FERDY WIDASMARA,CU00337,PT TATAMULIA NUSANTARA INDAH,DPTNI00039,SOUTH SIDE APARTEMENT,DEPOK    , ,LCFV12A06R1G,338.50 ,5.0,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO02-IDM210600324,1,Y,23/06/2021,DEDE JUNAEDI,CU02737,CV NU ASA,DPNUA00340,BP HERMAN. PERUMAHAN VILLA NUSA INDAH 3,VILLA NUSA INDAH    , ,30FU12A06XXX,15.00 ,14.0,,,,7.00,7.00,,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
