S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210400123,1,Y,30/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,235.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,30/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,266.00 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210800322,1,Y,30/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1000.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800394,1,Y,30/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,90.00 ,14.0,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800152,1,Y,30/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00038,REKON RAMP D & RAMP H,KP RAMBUTAN    , ,VCTB,76.50 ,14.0,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210800398,1,Y,30/08/2021,FERDY WIDASMARA,CU00492,PT LANTANA ADIGRAHA,DRLAG00005,JL BARU UNDERPASS SPRINGVILLE,BEKASI TIMUR    , ,22FU12A06XXX,30.00 ,30.0,,,,,,,,,14.00,14.00,2.00,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM210800179,1,Y,30/08/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,908.00 ,30.0,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,2.00,,,,,MANUAL,C3000D,,,
SO03-IDM210800388,1,Y,30/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800343,1,Y,30/08/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,35PX12A06XXX,100.00 ,35.0,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO02-IDM210800388,1,Y,30/08/2021,DEDE JUNAEDI,CU04432,PT ALHADI BERKAH SUKSES,DPABS00055,LOCO. PT REKACIPTA BANGUN PRATAMA GRAND GALAXY CITY JL LOTUS UTARA BLOK E3 NO 1,PEKAYON BEKASI    , ,22FI12C06XXX,5.00 ,5.0,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800395,1,Y,30/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,17.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400123,1,Y,29/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,235.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,29/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,266.00 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210800400,1,Y,29/08/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00043,PENINGKATAN JLN NIAS RABAN RIKIN RT 07/04 KEL JATI MELATI,PONDOK GEDE BEKASI    , ,30MX12A06BKS,35.00 ,35.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000E,,,
SO02-IDM210800370,1,Y,29/08/2021,DEDE JUNAEDI,CU04690,PT. CITRA KOLOSAL ABADI,DPCKA00043,MASJID RSUD BEKASI,BEKASI    , ,30FI12A06XXX,7.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700352,1,Y,29/08/2021,DEDE JUNAEDI,CU04324,PT. KUSUMA KARYA ABADI,DPKKA00004,GEREJA TIBERIAS BEKASI TOWN SQUARE (BETOS) JL CUT MEUTIA KEL MARGAHAYU,KEC BEKASI TIMUR    , ,35PX12A06XXX,41.50 ,12.0,,,,,,,,,,7.00,5.00,,,,,,,,,,,,,,MANUAL,C6000D,,,
SO02-IDM210800407,1,Y,29/08/2021,DEDE JUNAEDI,CT04945,BP RINAL RIGJEN SITORUS (NIK 3201070404790024),DRRRS00002,PASIR ANGIN KEC CILEUNGSI BOGOR,BOGOR    , ,25PX12A06XXX,70.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800258,1,Y,29/08/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,17PX12A06XXX,100.00 ,21.0,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800076,1,Y,29/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,96.00 ,12.0,,,,,,,,,,,7.00,5.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800367,1,Y,29/08/2021,NANDANG PRIATNA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00051,DWI WIJAYANTO KSO. PT DEBITINDO JAYA STTD CIBITUNG,BEKASI    , ,30FI12A06XXX,48.00 ,48.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,6.00,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800322,1,Y,29/08/2021,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,30PX12A06XXX,3.00 ,3.0,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210800381,1,Y,29/08/2021,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,30PX12A06XXX,9.00 ,9.0,,,,,,,,9.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800179,1,Y,29/08/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,908.00 ,7.0,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800322,1,Y,29/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1000.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
