S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900203,1,Y,18/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,VCTB,250.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900167,1,Y,18/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1830.00 ,77.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210900168,1,Y,18/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900169,1,Y,18/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,14.0,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800395,1,Y,18/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,10.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900115,1,Y,18/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,51.00 ,14.0,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900209,1,Y,18/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,100.00 ,14.0,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900155,1,Y,18/09/2021,DEDE JUNAEDI,CT04983,IBU LIS CIPTA SARI (NIK 3175067108820017),DRLCS00002,KEGIATAN BABELAN PAKET 1,BABELAN    , ,LCFU12A06XXX,51.00 ,21.0,,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,MANUAL,C0000E,,,
SO03-IDM210900093,1,Y,18/09/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,25.00 ,15.0,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM210900285,1,Y,18/09/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00052,SALURAN KALI CAKUNG KEC JATIASIH,BEKASI    , ,22FI12A06XXX,50.00 ,50.0,,,,,,,,,,,,,,,,,,,,,,21.00,21.00,8.00,MANUAL,C3000E,,,
SO03-IDM210900286,1,Y,18/09/2021,DEDE JUNAEDI,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00052,PERUMAHAN CITRA LAND DEPAN HOTEL MEKARSARI RUKO AVENUE,JL RAYA CILEUNGSI-JONGGOL KM 4 CIPICUNG MEKARSARI    , ,22FI12A06XXX,12.00 ,12.0,,,,,,,,,7.00,5.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800258,1,Y,18/09/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,17PX12A06XXX,55.50 ,14.0,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800344,1,Y,17/09/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,30FI12A06XXX,35.00 ,21.0,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900183,1,Y,18/09/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00259,CITRALAND14. CLUSTER MONTEREY KM 4 BLOK F6 NO 3,JONGGOL    , ,17FI12A06XXX,43.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM210900296,1,Y,18/09/2021,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,30PX12A06XXX,20.00 ,20.0,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900297,1,Y,18/09/2021,FERDY WIDASMARA,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00042,LOCO. BP SLAMET PERUM WAHANA PONDOK GEDE BLOK P5 NO 8 BEKASI,JAWA BARAT    , ,22FI12A06XXX,3.00 ,3.0,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
