S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM221000006,1,Y,24/10/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VCTB,352.50 ,235.50 ,12.00,,,,,,,,,,,,,,,,,,6.00,6.00,,,,,,MANUAL,C3000D,,,
SO21-IDM221000007,1,Y,24/10/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VIPER08,470.00 ,256.10 ,18.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,,,MANUAL,C3000D,,,
SO03-IDM220900376,1,Y,24/10/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00093,12001457. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,600.00 ,236.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221000254,1,Y,24/10/2022,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00079,NORMALISASI DAN PENURAPAN KALI JATI KEL KAYURINGIN JAYA,KEL BEKASI SELATAN    , ,20MI12A06XXX,200.00 ,200.00 ,98.00,,,,,,,,21.00,14.00,21.00,14.00,21.00,7.00,,,,,,,,,,,,CPS,C3000E,,,
SO03-IDM221000291,1,Y,24/10/2022,FERDY WIDASMARA,CU02347,PT ADDEL CIPTA GRAHA,DPACG00055,PEMBANGUNAN GERBANG MEGA CLUSTER A B C CITRA GRAN CIBUBUR CBD,CIBUBUR    , ,22FN12A06XXX,4.00 ,4.00 ,4.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221000467,1,Y,24/10/2022,FERDY WIDASMARA,CU02382,CV WAHANA JAYA BETON,DPWJB00282,PT DIORI PERKASA PUS PSIKOLOGI JL EDELWIS NO 1 RT 001 RW 009 JATIKARYA,KEC JATISAMPURNA BEKASI    , ,30FN12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220400429,1,Y,24/10/2022,HERRU KUSTANTO,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX10A06XXX,1000.00 ,69.50 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221000226,1,Y,24/10/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,30.00 ,15.00,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220700095,1,Y,24/10/2022,FERDY WIDASMARA,CU01012,PT REKACIPTA BANGUN PRATAMA,DPRBP00049,VD-29. PERUMAHAN VIDA JL KENCANA 2 DAN 3 BANTAR GEBANG,BEKASI    , ,LCFU12A06XXX,40.00 ,20.00 ,6.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
