S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800073,1,Y,07/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,07/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1168.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800394,1,Y,07/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,41.00 ,14.0,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800395,1,Y,07/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,17.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800506,1,Y,07/09/2021,DEDE JUNAEDI,CU04324,PT. KUSUMA KARYA ABADI,DPKKA00004,GEREJA TIBERIAS BEKASI TOWN SQUARE (BETOS) JL CUT MEUTIA KEL MARGAHAYU,KEC BEKASI TIMUR    , ,35PX12A06XXX,239.00 ,84.0,,,,,,,,,,,,,,,,,,,21.00,21.00,21.00,21.00,,,CPS,C6000D,,,
SO08-IDM210900004,1,Y,07/09/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,12FI12A06XXX,4.00 ,3.0,,,,,,,,,,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900031,1,Y,07/09/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,30PX12A06XXX,37.00 ,16.0,,,,,,,,,,,,,7.00,7.00,2.00,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900029,1,Y,07/09/2021,DEDE JUNAEDI,CU04772,PT. FITMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,10PX12A06XXX,130.00 ,70.0,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900025,1,Y,07/09/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,15.0,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800401,1,Y,07/09/2021,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,64.00 ,58.0,,,,,,,,,14.00,14.00,14.00,12.00,4.00,,,,,,,,,,,,CPS,C0000A,,,
SO03-IDM210900063,1,Y,07/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1000.00 ,63.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
