S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM211000246,1,Y,26/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,22FI12A06XXX,50.00 ,50.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM211000251,1,Y,26/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,100.00 ,65.00 ,21.00,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211000367,1,Y,26/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,49.00 ,35.00 ,14.00,,,,,,,,,14.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000341,1,Y,26/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,21.00 ,14.00 ,3.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800267,1,Y,26/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,300.00 ,114.50 ,21.00,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800263,1,Y,26/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,150.00 ,27.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800266,1,Y,26/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,150.00 ,11.00 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,26/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1168.00 ,456.50 ,100.00,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,14.00,14.00,2.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900548,1,Y,26/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,1001.00 ,60.00,,,,,,,,,,14.00,14.00,14.00,14.00,4.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM211000437,1,Y,26/10/2021,DEDE JUNAEDI,CU04825,PT. TIANG DUA MANDIRI,DPTDI00002,PERUM VIDA KENCANA - BANTAR GEBANG,BEKASI    , ,25FI12C06XXX,6.50 ,6.50 ,6.50,,,,,,,,,,,,,,,6.50,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211000280,1,Y,26/10/2021,DEDE JUNAEDI,CU02514,PT SURYA MAJU JAYA,DPSMJ00028,PENGECORAN RETAINING WALL METLAND CILEUNGSI,CILEUNGSI    , ,25PX10A06XXX,70.00 ,63.00 ,5.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800262,1,Y,26/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,12FI12A06XXX,70.00 ,64.00 ,7.00,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900361,1,Y,26/10/2021,DEDE JUNAEDI,CU03118,PT MENARA PONDASI UTAMA,DPMPU00012,REVO TOWN JL A YANI KAV 1 PEKAYON,KOTA BEKASI    , ,30MX18A06GAP,100.00 ,62.00 ,12.00,,,,,,,,,,,,,,,,,6.00,6.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000227,1,Y,26/10/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,30.00 ,10.00,,,,,,,,,,,,,,,,,5.00,5.00,,,,,,,MANUAL,C3000A,,,
SO03-IDM211000332,1,Y,26/10/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00086,CV PUTRA BONANSA JAYA. REHABILITASI TANGGUL SUNGAI,PEMBANGUNAN SHEET PILE KALI ASEM    , ,35PX12A06XXX,96.00 ,77.00 ,14.00,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900568,1,Y,26/10/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00259,CITRALAND14. CLUSTER MONTEREY KM 4 BLOK F6 NO 3,JONGGOL    , ,17FI12A06XXX,50.00 ,8.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM211000464,1,Y,26/10/2021,DEDE JUNAEDI,CU02382,CV WAHANA JAYA BETON,DPWJB00267,BP SAEPUL JL DURIAN RAYA BLOK AB 15 PERUM HARAPAN BARU 1 BEKASI BARAT,KOTA BEKASI    , ,30FI12A06XXX,10.50 ,10.50 ,10.50,,,,,,,,5.00,5.50,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211000305,1,Y,26/10/2021,DEDE JUNAEDI,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00012,CBD CIBUBUR,CIBUBUR    , ,22PX12A06XXX,29.00 ,10.00 ,10.00,,,,,,,,,,,5.00,5.00,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM211000468,1,Y,26/10/2021,DEDE JUNAEDI,CU00550,PT MARGA MULIA DWI PERKASA,DRMDP00021,PEK RUMAH MASSAL CLUSTER O2+ T52 GRAND WISATA,BEKASI    , ,22FI12A06XXX,40.00 ,40.00 ,14.00,,,,,,,,14.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
