S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900168,1,Y,31/12/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,3212.00 ,21.00,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000296,1,Y,31/12/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,4000.00 ,2766.50 ,21.00,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100364,1,Y,31/12/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,136.00 ,3.00,,,,,,,,,,,,,,3.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200304,1,Y,31/12/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,217.00 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200368,1,Y,31/12/2021,LUDI PURNAMA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00061,PT TRIBANGUN PILAR PERSADA. PT GIVAUDAN INDONESIA JL RAYA JAKARTA BOGOR KM 35,CIMANGGIS DEPOK JAWA BARAT    , ,35FI12A06XXX,175.00 ,160.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200448,1,Y,31/12/2021,DEDE JUNAEDI,CU01209,PT. KORSA PERSADA ASIA,DDKPA00012,PT ARINA KARYA SENTOSA. JL RAYA HANKAM KOMP PERGUDANGAN SATRUDAL NO 75,PONDOK MELATI BEKASI    , ,22FI12A06XXX,11.00 ,11.00 ,11.00,,,,,,,,6.00,5.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200494,1,Y,31/12/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,65.00 ,10.00,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM211200302,1,Y,31/12/2021,DEDE JUNAEDI,CU02514,PT SURYA MAJU JAYA,DPSMJ00035,PENGECORAN JALAN CLUSTER SI PERUMAHAN HARVEST CITY,BEKASI    , ,25PX10A06XXX,100.00 ,30.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200056,1,Y,31/12/2021,DEDE JUNAEDI,CU02514,PT SURYA MAJU JAYA,DPSMJ00033,CLUSTER AYANA SEKTOR 6 DI METLAND CILEUNGSI,CILEUNGSI    , ,25PX10A06XXX,100.00 ,50.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200287,1,Y,31/12/2021,LUDI PURNAMA,CU02897,CV CAHAYA CITRA CONSTRUCTION,DPCCC00050,BP ADE ENDANG SYARIFUDIN. SAMISADE DESA KELAPANUNGGAL KP BAGOGOG,KEC KELAPANUNGGAL    , ,LCFU12A06XXX,150.00 ,78.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
