S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900340,1,Y,25/09/2021,DEDE JUNAEDI,CU02964,CV BUNGA AGUNG PERKASA,DPBUP00060,JL DESA TAMAN SARI RT 01 RW 01 SETU,DEPAN DESA TAMAN SARI    , ,30MX12A06BKS,150.00 ,35.00,,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,C3000D,,,
SO03-IDM210900115,1,Y,25/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,30.00 ,7.00,,,,,,,,,,,,,,,,7.00,,,,,,,,,,C3000D,,,
SO03-IDM210900433,1,Y,25/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,23.00 ,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,C3000D,,,
SO03-IDM210900445,1,Y,25/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,45RX08A06R3D,192.00 ,14.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,C3000D,,,
SO02-IDM210900444,1,Y,25/09/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,30PX12A06XXX,80.00 ,14.00,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,C0000E,,,
SO03-IDM210900462,1,Y,25/09/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,35PX12A06XXX,100.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,,C4500D,,,
SO02-IDM210900413,1,Y,25/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,86.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,,C0000E,,,
SO03-IDM210900361,1,Y,25/09/2021,DEDE JUNAEDI,CU03118,PT MENARA PONDASI UTAMA,DPMPU00012,REVO TOWN JL A YANI KAV 1 PEKAYON,KOTA BEKASI    , ,30MX18A06GAP,81.00 ,14.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,C3000D,,,
