S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,1.0,2.0,3.0,4.0,5.0,6.0,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210400123,1,Y,07/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,837.90 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210400126,1,Y,07/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3544.00 ,51.0,,,,7.00,,,,,7.00,7.00,10.00,,,10.00,,10.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210200192,1,Y,07/06/2021,DEDE JUNAEDI,CU04547,PT. ADIRA KREASI INDONESIA,DPAKI00005,CLUSTER O2 GRAND WISATA LAMBANGSARI KEC. TAMBUN SELATAN,BEKASI JAWA BARAT 17510    , ,22FI12A06XXX,162.00 ,50.0,,21.00,21.00,8.00,,,,,,,,,,,,,,,,,,,,,CPS,C4500D,,
SO03-IDM210400280,1,Y,07/06/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00019,PABRIK BOSCO JL SATOPATI NO 77 RT 004 RW 002 BANTAR GEBANG,KOTA BEKASI JAWA BARAT 17151    , ,30PX12A06GAP,429.00 ,45.0,,,,,21.00,21.00,3.00,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600045,1,Y,07/06/2021,FERDY WIDASMARA,CU00818,PT KEMBANG SEPASANG JAYA,DPKSJ00049,"PT. INDESSO AROMA, JL. ALTERNATIF CIBUBUR NO.KM.9 RT 03 RW 04, CILEUNGSI","KEC. CILEUNGSI, BOGOR JAWA BARAT    ", ,30FI12A06XXX,6.50 ,6.5,,,,6.50,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM210400003,1,Y,07/06/2021,FERDY WIDASMARA,CU00898,PT MAJUMAPAN BANGUNINDO,DPMMB00009,"HOTEL DIARA - CILEUNGSI. JL KOTA TAMAN METROPOLITAN CILEUNGSI KIDUL, BOGOR",DEPAN SMK METLAND    , ,35FI12A06GAP,448.50 ,75.0,,21.00,21.00,21.00,12.00,,,,,,,,,,,,,,,,,,,,CPS,C3000C,,
SO03-IDM210600004,1,Y,07/06/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,50.00 ,5.0,,,,,,,5.00,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210600038,1,Y,06/06/2021,HERRU KUSTANTO,CU04635,CV. GRIYA ABADI SENTOSA,DRGAS00002,"PT. SPM, JL JOHAR BLOK F6 NO 3A-B DELTA SILICON II INDUSTRIAL PARK LIPPO CIKARAN",BEKASI    , ,50PX12A06XXX,26.00 ,26.00,,21.00,5.00,,,,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210400123,1,Y,06/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,837.90 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210400126,1,Y,06/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3544.00 ,50.0,,,,10.00,,10.00,,10.00,,,10.00,,,10.00,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210600048,1,Y,06/06/2021,FERDY WIDASMARA,CU00591,CV DAFA ALIET MIX,DPDAF01245,IBU HJ RESTI. PERUM KOMPLEK DKI PONDOK KELAPA BLOK A2 NO 18,JAKARTA TIMUR    , ,25FI12A06XXX,9.00 ,9.0,,,9.00,,,,,,,,,,,,,,,,,,,,,,MANUAL,C0000A,,
