S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900168,1,Y,11/01/2022,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,3187.00 ,21.00,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000296,1,Y,11/01/2022,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,4000.00 ,2742.50 ,21.00,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100364,1,Y,11/01/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,125.00 ,3.00,,,,,,,,,,,,,,3.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200304,1,Y,11/01/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,161.00 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200543,1,Y,11/01/2022,FERDY WIDASMARA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00113,TRIBUANA MULTI KARYA. MABES TNI CILANGKAP JL PINTU 2 MABES TNI AL CILANGKAP,CIPAYUNG JAKARTA TIMUR    , ,35BX18A06XXX,500.00 ,452.50 ,13.00,,,,,,,,,,,,,,,,,,,7.00,6.00,,,,,MANUAL,C3000D,,,
SO03-IDM211200526,1,Y,11/01/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00003,CLUSTER GARDEN HOUS GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,18.00 ,1.00 ,1.00,,,,,,,,1.00,,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM211200679,1,Y,11/01/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00003,CLUSTER GARDEN HOUS GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,18.00 ,1.00 ,1.00,,,,,,,,1.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220100058,1,Y,11/01/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00003,CLUSTER GARDEN HOUS GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,12.00 ,2.00 ,2.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM211100560,1,Y,11/01/2022,FERDY WIDASMARA,CU04632,PT. LARIS TRIO BERSAUDARA,DPLTB00002,PEMBANGUNAN RUSUN JAWA BARAT 5 KOMP. DEPSOS RT 002 RW 021 MARGAHAYU,KEC. BEKASI TIMUR KOTA BEKASI JAWA BARAT 17113    , ,30FD12A06WTT,83.00 ,16.00 ,13.00,,,,,,,,7.00,6.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220100147,1,Y,11/01/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00003,CLUSTER GARDEN HOUS GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,8.00 ,8.00 ,8.00,,,,,,,,,,8.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
