S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,26/07/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,143.00 ,14.0,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,26/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,200.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,26/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,50.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210600319,1,Y,26/07/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30FD14A06XXX,18.79 ,6.0,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400123,1,Y,26/07/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,542.90 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,26/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,2000.00 ,70.0,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,26/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,4107.00 ,140.0,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,MANUAL,C3000D,,,
SO03-IDM210700284,1,Y,26/07/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700135,1,Y,26/07/2021,FERDY WIDASMARA,CU00898,PT MAJUMAPAN BANGUNINDO,DPMMB00009,"HOTEL DIARA - CILEUNGSI. JL KOTA TAMAN METROPOLITAN CILEUNGSI KIDUL, BOGOR",DEPAN SMK METLAND    , ,35FI12A06GAP,18.00 ,6.0,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
