S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700181,1,Y,19/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,31.00 ,7.0,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800054,1,Y,19/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,96.00 ,14.0,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400123,1,Y,19/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,446.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800121,1,Y,19/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,120.00 ,15.0,,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800141,1,Y,19/08/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00253,KW2. CLUSTER MIAMI BLOK SL1 NO 15 SD 24 KOTA WISATA,CIBUBUR    , ,LCFI12A06XXX,35.00 ,13.0,,,,,,,,,,,7.00,6.00,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210700253,1,Y,19/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1857.50 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO02-IDM210700418,1,Y,19/08/2021,FERDY WIDASMARA,CU04632,PT. LARIS TRIO BERSAUDARA,DPLTB00002,PEMBANGUNAN RUSUN JAWA BARAT 5 KOMP. DEPSOS RT 002 RW 021 MARGAHAYU,KEC. BEKASI TIMUR KOTA BEKASI JAWA BARAT 17113    , ,30PX12A06RDB,39.00 ,3.5,,,,,,,,,,,,,3.50,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700254,1,Y,19/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,2778.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
