S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM221000185,1,Y,11/11/2022,HERI KUSWANTO,CU04168,PT BINA NUSANTARA RAYA,DPBNR00007,CLUSTER DURIAN VIDA BEKASI 17151,BEKASI    , ,25FI12A06XXX,10.00 ,3.00 ,3.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO21-IDM221000013,1,Y,11/11/2022,FERDY WIDASMARA,CU01857,PT HAKAASTON,DPHKS00013,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VIPER45-03,641.55 ,551.45 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C9000D,,,
SO11-IDM221000004,1,Y,11/11/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VCTB,641.55 ,560.35 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C3000C,,,
SO11-IDM221000003,1,Y,11/11/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,BC25XXA06JOR,641.55 ,564.55 ,12.00,,,,,,,,,,,,,,,,,,,6.00,6.00,,,,,MANUAL,C3000C,,,
SO21-IDM221000006,1,Y,11/11/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VCTB,352.50 ,94.80 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C3000D,,,
SO21-IDM221000007,1,Y,11/11/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VIPER08,470.00 ,28.20 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C3000D,,,
SO03-IDM221100029,1,Y,11/11/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,30.00 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220900376,1,Y,11/11/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00093,12001457. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,600.00 ,82.00 ,14.00,,,,,,,,,,,7.00,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221000269,1,Y,11/11/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00096,12001476. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,210.00 ,56.00 ,28.00,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900364,1,Y,11/11/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00009,PT MONI 1 - BEKASI,BEKASI    , ,25PX12A06XXX,50.00 ,19.00 ,11.00,,,,,,,,7.00,4.00,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM221100225,1,Y,11/11/2022,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,45PXFLA06A1D,13.00 ,13.00 ,13.00,,,,,,,,,7.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM221000198,1,Y,11/11/2022,FERDY WIDASMARA,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX12A06XXX,1000.00 ,785.00 ,14.00,,,,,,,,,,,7.00,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221100226,1,Y,11/11/2022,HERI KUSWANTO,CU01922,PT THOMSON TUNGGAL PERKASA,DPTTP00003,PABRIK KARUNG BEKASI JL PANGKALAN V KAMPUNG CIKETING UDIK RT 03 RW 05,BANTARGEBANG BEKASI    , ,35FN12A06XXX,21.00 ,21.00 ,21.00,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221100092,1,Y,11/11/2022,FERDY WIDASMARA,CU02347,PT ADDEL CIPTA GRAHA,DPACG00055,PEMBANGUNAN GERBANG MEGA CLUSTER A B C CITRA GRAN CIBUBUR CBD,CIBUBUR    , ,22FN12A06XXX,20.00 ,20.00 ,20.00,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
