S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,27/07/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,143.00 ,14.0,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,27/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,200.00 ,14.0,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,27/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,50.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700011,1,Y,27/07/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00019,PABRIK BOSCO JL SATOPATI NO 77 RT 004 RW 002 BANTAR GEBANG,KOTA BEKASI JAWA BARAT 17151    , ,30PX12A06GAP,465.00 ,14.0,,,,,,,,,14.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700087,1,Y,27/07/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1189.26 ,35.0,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210300202,1,Y,27/07/2021,FERDY WIDASMARA,CU04572,PT TOTALINDO EKA PERSADA,DPTBC00022,RUMAH SUSUN CILANGKAP JL RAYA CILANGKAP RT 005 RW 001 CILANGKAP,JAKARTA TIMUR    , ,45MI12A06R1X,425.50 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C9000D,,,
SO03-IDM210700324,1,Y,27/07/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,224.00 ,70.0,,,,,,,,,14.00,14.00,14.00,14.00,14.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700284,1,Y,27/07/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,50.00 ,15.0,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400124,1,Y,27/07/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,81.00 ,28.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,27/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3813.50 ,60.0,,,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,MANUAL,C3000D,,,
SO03-IDM210700208,1,Y,27/07/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI14A06XXX,10.00 ,10.0,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700326,1,Y,27/07/2021,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,17FI12A06XXX,44.00 ,20.0,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM210700330,1,Y,27/07/2021,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,25MX12A06RST,650.00 ,17.0,,,,,,,,,,,,7.00,,7.00,3.00,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM210700331,1,Y,27/07/2021,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,25MX12A06RST,302.00 ,7.0,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM210700333,1,Y,27/07/2021,DEDE JUNAEDI,CU04690,PT. CITRA KOLOSAL ABADI,DPCKA00045,PESANTREN AL HASAN (GEDUNG PUTRI) JL SRIKAYA NO 32 RT 003/RW011 JATI MAKMUR,KEC PONDOK GEDE KOTA BEKASI JAWA BARAT 17413    , ,40FI12A06XXX,12.00 ,12.0,,,,,,,,,,12.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210700334,1,Y,27/07/2021,DEDE JUNAEDI,CU04690,PT. CITRA KOLOSAL ABADI,DPCKA00045,PESANTREN AL HASAN (GEDUNG PUTRI) JL SRIKAYA NO 32 RT 003/RW011 JATI MAKMUR,KEC PONDOK GEDE KOTA BEKASI JAWA BARAT 17413    , ,30FI12A06XXX,35.00 ,35.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700135,1,Y,27/07/2021,FERDY WIDASMARA,CU00898,PT MAJUMAPAN BANGUNINDO,DPMMB00009,"HOTEL DIARA - CILEUNGSI. JL KOTA TAMAN METROPOLITAN CILEUNGSI KIDUL, BOGOR",DEPAN SMK METLAND    , ,35FI12A06GAP,18.00 ,6.0,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210600344,1,Y,27/07/2021,DEDE JUNAEDI,CU03118,PT MENARA PONDASI UTAMA,DPMPU00012,REVO TOWN JL A YANI KAV 1 PEKAYON,KOTA BEKASI    , ,30MX18A06GAP,66.50 ,8.0,,,,,,,,,,,,,,,8.00,,,,,,,,,,MANUAL,C3000D,,,
