S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190700241,1,Y,07/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,09/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,10/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,11/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,12/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,13/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,14/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,15/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,17/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,18/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700241,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,25FI10A06XXX,140.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
