S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220600334,1,Y,30/06/2022,HERI KUSWANTO,CU00071,PT WAHANA PAPAN SEJATI,DCWPS00064,"RUMAH TYPE ARLINGTON BLOK P25-01,08 P32-02 CITRA GRAN",CIBUBUR    , ,22FI12A06XXX,60.00 ,60.00 ,60.00,,,,,,,,21.00,14.00,21.00,4.00,,,,,,,,,,,,,,CPS,C3000D,,,
SO02-IDM220600108,1,Y,30/06/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00008,JL DEPAN PT MONI 2,BEKASI    , ,25PX12A06XXX,100.00 ,21.00 ,21.00,,,,,,,,14.00,7.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM220600370,1,Y,30/06/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,100.00 ,39.00 ,39.00,,,,,,,,,,,14.00,21.00,4.00,,,,,,,,,,,,CPS,C0000A,,,
SO02-IDM220600499,1,Y,30/06/2022,FERDY WIDASMARA,CU05219,PT. JAYA KARYA SEMESTA,DPJKS00028,PERUMAHAN METLAND TRANSYOGI CLUSTER AUCKLAND,CIBUBUR    , ,22FN12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220600500,1,Y,30/06/2022,FERDY WIDASMARA,CU05219,PT. JAYA KARYA SEMESTA,DPJKS00027,PERUMAHAN METLAND CILEUNGSI PEM. RUMAH ADENIA SEKTOR VI,BOGOR    , ,25FN12A06XXX,11.00 ,11.00 ,11.00,,,,,,,,,,7.00,4.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220600502,1,Y,30/06/2022,FERDY WIDASMARA,CU04957,PT. ADIYOMA SINAR PERKASA,DPASP00455,PT PUJI SARANA JAYA JL RAYA NAROGONG PANGKALAN 5 DEPAN TPA SAMPAH BANTARGEBANG,BEKASI    , ,30FN12A06XXX,35.00 ,35.00 ,35.00,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220600271,1,Y,30/06/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06XXX,1500.00 ,1480.00 ,10.00,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600338,1,Y,30/06/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00009,PT MONI 1 - BEKASI,BEKASI    , ,25PX12A06XXX,270.00 ,270.00 ,270.00,,,,,,,,,,,,,,21.00,14.00,21.00,14.00,21.00,35.00,35.00,35.00,35.00,35.00,4.00,CPS,C0000E,,,
SO03-IDM220500127,1,Y,30/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,36PX06C06TMI,130.00 ,103.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,,
SO03-IDM220600246,1,Y,30/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,50.00 ,26.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,,
SO03-IDM220600247,1,Y,30/06/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,650.00 ,461.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,,
