S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400112,1,Y,22/04/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,,
SO11-IDM220400001,1,Y,22/04/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO03-IDM220400644,1,Y,22/04/2022,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00046,CITRA GRAND CBD CIBUBUR CLUSTER CALATHEA,CIBUBUR    , ,22FI12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220400604,1,Y,22/04/2022,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,30PX12A06XXX,100.00 ,69.00 ,15.00,,,,,,,,,,15.00,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM220400644,1,Y,22/04/2022,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00046,CITRA GRAND CBD CIBUBUR CLUSTER CALATHEA,CIBUBUR    , ,22FI12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220400383,1,Y,22/04/2022,FERDY WIDASMARA,CU02923,PT CHAREDO JAYA,DPCOJ00002,PERUMAHAN SAKURA REGENNCY 3 JL JATIMULYA,BEKASI TIMUR    , ,22FU12A06XXX,21.00 ,21.00 ,21.00,,,,,,,,,21.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220400434,1,Y,22/04/2022,DEDE JUNAEDI,CU05112,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00031,RESTORASI & REVITALISASI KAWASAN TMII JL KAWASAN TMII,JAKARTA TIMUR    , ,17PX12A06TMI,100.00 ,33.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400591,1,Y,22/04/2022,DEDE JUNAEDI,CU01468,PT TITIK INDAH PERMAI,DPTIP00020,JLN CLUB HOUSE - CITRA GRAN CIBUBUR CBD,CIBUBUR    , ,30FI08C06XXX,20.00 ,15.00 ,5.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220400362,1,Y,22/04/2022,FERDY WIDASMARA,CU01981,PT MULTI SARI SEDAP,DPMSS00060,REL PINTU PT MULTI SARI SEDAP. JL RAYA SILIWANGI KM 7 SAMPING KELURAHAN BOJONG,MENTENG KECAMATAN RAWA LUMBU BEKASI TIMUR 11717    , ,VIPER300-5D,35.00 ,14.00 ,14.00,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220400549,1,Y,22/04/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,10.00 ,10.00,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,MANUAL,C4500D,,,
