S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800267,1,Y,27/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,300.00 ,101.50 ,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,MANUAL,C3000D,,
SO03-IDM211000461,1,Y,27/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,200.00 ,191.00 ,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,MANUAL,C3000D,,
SO03-IDM211000462,1,Y,27/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,300.00 ,300.00 ,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,MANUAL,C3000D,,
SO03-IDM211000460,1,Y,27/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,12FI12A06XXX,50.00 ,50.00 ,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,MANUAL,C3000D,,
SO03-IDM210800264,1,Y,27/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,22FI12A06XXX,70.00 ,70.00 ,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,MANUAL,C3000D,,
SO03-IDM211000436,1,Y,28/10/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00040,PEMBANGUNAN TURAP KALI CAKUNG KEL JATIASIH BELAKANG PERUM PURI GADING,JATIASIH    , ,22FI12A06XXX,70.00 ,70.00 ,21.00,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,C3000E,,
SO03-IDM210900385,1,Y,28/10/2021,DEDE JUNAEDI,CU04324,PT. KUSUMA KARYA ABADI,DPKKA00004,GEREJA TIBERIAS BEKASI TOWN SQUARE (BETOS) JL CUT MEUTIA KEL MARGAHAYU,KEC BEKASI TIMUR    , ,35PX12A06XXX,300.00 ,130.50 ,21.00,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,C6000D,,
