S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190800016,1,Y,15/08/2019,ARGO YOSO,CU02921,RPHU,DPTCA00002,RPHU RAWA TERATE,JL. RAWA KEPITING KAWASAN INDUSTRI PULOGADUNG    , ,30PX12A06GAP,2055.50 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190800166,1,Y,15/08/2019,DARMA UJUR SIMBOLON,CU00360,PT WIJAYA KARYA BANGUNAN GEDUNG TBK,DPWKB00030,ARANDRA RESIDENCE APARTEMENT,JL CEMPAKA PUTIH RAYA NO 1RT 01 RW 06 CEMPAKA PUTIH JAKARTA PUSAT    , ,17FI12A06XXX,271.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C9000C,,
SO03-IDM190800167,1,Y,15/08/2019,DARMA UJUR SIMBOLON,CU00360,PT WIJAYA KARYA BANGUNAN GEDUNG TBK,DPWKB00030,ARANDRA RESIDENCE APARTEMENT,JL CEMPAKA PUTIH RAYA NO 1RT 01 RW 06 CEMPAKA PUTIH JAKARTA PUSAT    , ,30FD12A06XXX,22.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C9000C,,
SO03-IDM190700501,1,Y,16/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00066,PROYEK PEMBANGUNAN AREA PARKIR RUKAN FOOD STREET SCBR BLOK F,"SEDAYU CITY TAHAP 2, KELAPA GADING    ", ,22FI12A06XXX,44.50 ,5.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM190300337,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,55.50 ,2.00,,,,,,,,,,,,,,,,,,,,,,2.00,,,CPS,C3000D,,
SO03-IDM190500061,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI16A06FS2,94.50 ,42.00,,,,,,,,,,,,,,,,,,,,,,,21.00,21.00,CPS,C3000D,,
SO03-IDM190500062,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,189.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,,21.00,MANUAL,C3000D,,
SO03-IDM190700225,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,108.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700533,1,Y,16/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,397.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
