S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,28/07/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,143.00 ,25.0,,,,,,,,,,,,,,7.00,7.00,7.00,4.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,28/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,39.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,28/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,40.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700324,1,Y,28/07/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,224.00 ,50.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,1.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700325,1,Y,28/07/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,LCPX12A06XXX,13.00 ,13.0,,,,,,,,,6.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400123,1,Y,28/07/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,521.40 ,14.0,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400124,1,Y,28/07/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,81.00 ,21.0,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,28/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3620.50 ,101.0,,,,,,,,,5.00,5.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,14.00,14.00,,,,MANUAL,C3000D,,,
SO03-IDM210700087,1,Y,28/07/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,885.26 ,28.0,,,,,,,,14.00,14.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700352,1,Y,28/07/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,LCFI12A06XXX,35.00 ,10.0,,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700326,1,Y,28/07/2021,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,17FI12A06XXX,30.00 ,25.0,,,,,,,,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,MANUAL,C3000A,,,
