S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210400123,1,Y,28/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,235.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800369,1,Y,28/08/2021,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00042,CITRA GRAND CBD CIBUBUR CLUSTER GRANDBURRY G03,CIBUBUR    , ,22FI12A06XXX,14.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210700253,1,Y,28/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,266.00 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210800322,1,Y,28/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1000.00 ,93.0,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800152,1,Y,28/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00038,REKON RAMP D & RAMP H,KP RAMBUTAN    , ,VCTB,76.50 ,14.0,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210800394,1,Y,28/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,90.00 ,14.0,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800390,1,Y,28/08/2021,FERDY WIDASMARA,CU04305,PT. LARIS INDAH BANGUNAN,DPLIB00002,KOTA WISATA CIBUBUR CLUSTER FLORENCE BLOK H1/5,CIBUBUR    , ,22FI12A06XXX,35.00 ,35.0,,,,,,,,,14.00,7.00,7.00,7.00,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM210800076,1,Y,28/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,96.00 ,28.0,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800416,1,Y,28/08/2021,DEDE JUNAEDI,CU01209,PT. KORSA PERSADA ASIA,DDKPA00002,PERUMAHAN GREEN SRIMAHI RESIDENCE KP. KALEN KENDAL DESA SRIMAHI,KEC TAMBUN UTARA KEB BEKASI    , ,25FI12A06XXX,18.00 ,14.0,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800313,1,Y,28/08/2021,DEDE JUNAEDI,CU04700,PT. TESA MULSOKO PERKASA,DPTMP00008,PEMBANGUNAN RTH MAKAM TPU SRENGSENG SAWAH,JAKARTA SELATAN    , ,30FI12A06XXX,22.00 ,22.0,,,,,,,,,7.00,7.00,4.00,4.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800121,1,Y,28/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,65.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800233,1,Y,28/08/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30FD14A06XXX,101.00 ,4.0,,,,,,,,,,,,4.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800296,1,Y,28/08/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30BD16C06XXX,8.00 ,6.0,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800369,1,Y,28/08/2021,DEDE JUNAEDI,CU04690,PT. CITRA KOLOSAL ABADI,DPCKA00043,MASJID RSUD BEKASI,BEKASI    , ,30FI12A06XXX,7.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800395,1,Y,28/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,17.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800424,1,Y,28/08/2021,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00030,PERUMAHAN METLAND TRANSYOGI CLUSTER AUCKLAND BLOK TJ 3A/29 JL RAYA CILEUNGSI,SETU SERANG KM2 CILEUNGSI BOGOR 16820    , ,22FI12A06XXX,35.00 ,21.0,,,,,,,,,,,,,14.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800380,1,Y,28/08/2021,DEDE JUNAEDI,CT01873,BP HERI KUSUMA (NIK 3271040704810022),DRHRK00181,LOCO. COR RUMAH BP FREDY JL JIMBO BAMBU APUS,JAKARTA TIMUR    , ,22FI12A06XXX,21.00 ,21.0,,,,,,,,,6.00,6.00,6.00,3.00,,,,,,,,,,,,,MANUAL,C0000E,,,
