S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800073,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,697.50 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900167,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1889.00 ,91.0,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C3000D,,,
SO02-IDM210900132,1,Y,13/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,50.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800395,1,Y,13/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,10.00 ,7.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900115,1,Y,13/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,79.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900203,1,Y,13/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,VCTB,250.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900113,1,Y,13/09/2021,NANDANG PRIATNA,CU03213,PT DJAJA LISTRIK,DPDJL00007,JL PILAR SUKATANI CIKARANG,CIKARANG    , ,25FI12A06XXX,28.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900141,1,Y,13/09/2021,DEDE JUNAEDI,CU04786,PT. PRIMA NATA KONSTRUKSI,DPPNK00002,PEKERJAAN MESS ANTARIKSE,JAKARTA TIMUR    , ,27PX12A06XXX,13.50 ,5.0,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800344,1,Y,13/09/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,30FI12A06XXX,44.00 ,14.0,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900155,1,Y,13/09/2021,DEDE JUNAEDI,CT04983,IBU LIS CIPTA SARI (NIK 3175067108820017),DRLCS00002,KEGIATAN BABELAN PAKET 1,BABELAN    , ,LCFU12A06XXX,100.00 ,35.0,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900183,1,Y,13/09/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00259,CITRALAND14. CLUSTER MONTEREY KM 4 BLOK F6 NO 3,JONGGOL    , ,17FI12A06XXX,50.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
