S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220700021,1,Y,15/07/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,20.00 ,20.00,,,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220600336,1,Y,15/07/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00069,12001412. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,28.00 ,7.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600362,1,Y,15/07/2022,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00074,TERA DAMAI.22.02 - TERA DAMAI CLUSTER CURTINA SRIAMUR - BEKASI UTARA,BEKASI    , ,17FI12A06XXX,63.00 ,28.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220600363,1,Y,15/07/2022,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00074,TERA DAMAI.22.02 - TERA DAMAI CLUSTER CURTINA SRIAMUR - BEKASI UTARA,BEKASI    , ,LCFI12A06XXX,63.00 ,21.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220700171,1,Y,15/07/2022,HERI KUSWANTO,CU05204,ABIPRAYA-DAKA KSO,DPADK00006,PROYEK PENGENDALIAN BANJIR KALI BEKASI PAKET 7,BEKASI    , ,30BX18A06R1X,350.00 ,310.00 ,20.00,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220600094,1,Y,15/07/2022,HERI KUSWANTO,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00012,CBD CIBUBUR,CIBUBUR    , ,22PX12A06XXX,80.00 ,11.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220700109,1,Y,15/07/2022,HERI KUSWANTO,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00012,CBD CIBUBUR,CIBUBUR    , ,22PX12A06XXX,50.00 ,50.00 ,50.00,,,,,,,,,,14.00,21.00,15.00,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220700097,1,Y,15/07/2022,HERI KUSWANTO,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,30FI12A06XXX,96.00 ,96.00 ,9.00,,,,,,,,7.00,2.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600246,1,Y,15/07/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,50.00 ,20.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220600247,1,Y,15/07/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,30PX12A06TMI,650.00 ,133.50 ,49.00,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM220700063,1,Y,15/07/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06GAP,1434.00 ,1399.00 ,7.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
