S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO08-IDM231100008,1,Y,10/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00035,CELLA WAREHOUSE NAROGONG,BEKASI    , ,35PX12A06CLA,4.00 ,4.00 ,2.00,,,,,,,,,,,2.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM231100189,1,Y,10/11/2023,FERDY WIDASMARA,CU05317,PT. GLOBAL SOLUSI TEKNINDO,DPGST00334,PURI GADING - JATIASIH,KOTA BEKASI    , ,BC25XXA11XXX,14.00 ,14.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM231000006,1,Y,10/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,LCFI12A06XXX,500.00 ,426.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000032,1,Y,10/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI12A06CLA,500.00 ,493.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000182,1,Y,10/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,35FI12A06CLA,500.00 ,361.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000191,1,Y,10/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI14A06CLA,750.00 ,729.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM230900143,1,Y,10/11/2023,SULAIMAN,CU00165,PT BIN SALAMUN,DPBIN00460,"CV PUTRA MULIA, PEMBANGUNAN JALAN CIMUNING TAMAN SARI (TPA BURANGKENG)",BEKASI    , ,LCFU12A06XXX,250.00 ,124.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,
SO03-IDM230900149,1,Y,10/11/2023,SULAIMAN,CU00165,PT BIN SALAMUN,DPBIN00461,CV PUTRA MULIA. PEMBANGUNAN JALAN CIMUNING TAMAN SARI (TPA BURANGKENG),CIMUNING    , ,35PXFLA06A1D,1230.00 ,455.00 ,63.00,,,,,,,,,,,,,,,,,,,,21.00,21.00,21.00,,,MANUAL,C3000D,,
