S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800073,1,Y,06/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,06/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1168.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800394,1,Y,06/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,62.00 ,14.0,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800395,1,Y,06/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,17.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900051,1,Y,06/09/2021,DEDE JUNAEDI,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,250.00 ,63.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,,MANUAL,C3000A,,,
SO03-IDM210900060,1,Y,06/09/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI12A06XXX,5.00 ,5.0,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800472,1,Y,06/09/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00047,PENINGKATAN JL BLOK B6 KOMP TVRI KEL JATIRAHAYU KEC PONDOK MELATI,BEKASI    , ,30MX12A06BKS,83.00 ,70.0,,,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,MANUAL,C3000E,,,
SO03-IDM210800179,1,Y,06/09/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,843.00 ,35.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900048,1,Y,06/09/2021,FERDY WIDASMARA,CU04632,PT. LARIS TRIO BERSAUDARA,DPLTB00002,PEMBANGUNAN RUSUN JAWA BARAT 5 KOMP. DEPSOS RT 002 RW 021 MARGAHAYU,KEC. BEKASI TIMUR KOTA BEKASI JAWA BARAT 17113    , ,30PX12A06RDB,180.00 ,133.0,,,,,,,,21.00,7.00,21.00,21.00,21.00,21.00,21.00,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM210800323,1,Y,06/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,630.50 ,98.0,,,,,,,,,,,,,7.00,7.00,14.00,7.00,14.00,14.00,14.00,7.00,7.00,7.00,,,MANUAL,C3000D,,,
SO02-IDM210900037,1,Y,06/09/2021,NANDANG PRIATNA,CU00270,CV MULTI TEKNIK NUSANTARA,DPMTN00368,JEMBATAN KP CEMPAKA DESA SIRNAJAYA CIBARUSAH,CIBARUSAH    , ,35PX12A06BKS,6.00 ,6.0,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
