S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM231100143,1,Y,13/11/2023,FERDY WIDASMARA,CU05782,PT. BERKAH MAJU PERKASA,DPBMP00024,PT PLIB JL PANGKALAN 2 KEL SUMUR BATU BANTARGEBANG,BEKASI    , ,30PX12A06XXX,150.00 ,139.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
SO02-IDM231100215,1,Y,13/11/2023,FERDY WIDASMARA,CU05782,PT. BERKAH MAJU PERKASA,DPBMP00024,PT PLIB JL PANGKALAN 2 KEL SUMUR BATU BANTARGEBANG,BEKASI    , ,30PX12A06XXX,300.00 ,83.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
SO02-IDM231100201,1,Y,13/11/2023,SULAIMAN,CU04582,PT. TOTAL TANJUNG INDAH,DPTTI00012,BANGUNAN SERBAGUNA PT SURYARAYA RUBBERINDO INDUSTRIES - MENARA PERMAI,"KAWASAN INDUSTRI JL RAYA NAROGONG KM 23,8 DAYEUH CILEUNGSI BOGOR    ", ,25MX12A06XXX,265.00 ,265.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
SO02-IDM231100211,1,Y,13/11/2023,SULAIMAN,CU04582,PT. TOTAL TANJUNG INDAH,DPTTI00012,BANGUNAN SERBAGUNA PT SURYARAYA RUBBERINDO INDUSTRIES - MENARA PERMAI,"KAWASAN INDUSTRI JL RAYA NAROGONG KM 23,8 DAYEUH CILEUNGSI BOGOR    ", ,25MX12A06XXX,10.00 ,10.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
SO03-IDM230700196,1,Y,13/11/2023,FERDY WIDASMARA,CU02034,PT REKAGUNATEK PERSADA,DCREP00011,PROJECT STRUKTUR ARSITEKTUR UNIQLO & HI - YOU KOTA HARAPAN INDAH BEKASI (S23005),KOTA HARAPAN INDAH - BEKASI BARAT    , ,25MX12A06XXX,457.00 ,154.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C6000D,,
SO03-IDM231000013,1,Y,13/11/2023,FERDY WIDASMARA,CU02034,PT REKAGUNATEK PERSADA,DCREP00011,PROJECT STRUKTUR ARSITEKTUR UNIQLO & HI - YOU KOTA HARAPAN INDAH BEKASI (S23005),KOTA HARAPAN INDAH - BEKASI BARAT    , ,LCFU12A06XXX,63.00 ,44.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C6000D,,
SO03-IDM231100084,1,Y,13/11/2023,SULAIMAN,CU04923,PT. POLYGON PERKASA INDONUSA,DPPPS00021,PT PJPT SENOPATI JL H WAHAB AFFAN 002/001 KEL MEDAN SATRIA,KOTA BEKASI    , ,30FI12A06XXX,66.00 ,66.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
