S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400112,1,Y,20/04/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,,
SO11-IDM220400001,1,Y,20/04/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO02-IDM220400330,1,Y,20/04/2022,FERDY WIDASMARA,CU04386,PT. TRI BENTENG KENCANA ABADI,DPTBK00003,PERUMAHAN BRITANIA JEJALEN TAMBUN UTARA,KAB BEKASI    , ,22FN12A06XXX,18.00 ,18.00 ,18.00,,,,,,,,14.00,4.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220400435,1,Y,20/04/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,140.00 ,55.50 ,12.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,MANUAL,C6000D,,,
SO03-IDM220400323,1,Y,20/04/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,752.55 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C1400D,,,
SO03-IDM220400604,1,Y,20/04/2022,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,30PX12A06XXX,100.00 ,79.00 ,12.00,,,,,,,,6.00,6.00,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM220400549,1,Y,20/04/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,40.00 ,14.00,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220400434,1,Y,20/04/2022,DEDE JUNAEDI,CU05112,PT ADHI KARYA ( PERSERO )  TBK,DPAKP00031,RESTORASI & REVITALISASI KAWASAN TMII JL KAWASAN TMII,JAKARTA TIMUR    , ,17PX12A06TMI,100.00 ,33.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220400341,1,Y,20/04/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00005,CLUSTER TORENA+ GRAND WISATA LAMBANGSARI - TAMBUN,BEKASI    , ,22FI12A06XXX,50.00 ,50.00 ,50.00,,,,,,,,15.00,25.00,10.00,,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220400473,1,Y,20/04/2022,FERDY WIDASMARA,CU04533,PT. PAMINDO PRIMA UTAMA MANDIRI,DPPPU00031,SPBU SHELL JL RS FATMAWATI  RAYA NO 35 GANDARIA SELATAN CILANDAK,JAKARTA SELATAN    , ,20MX12A0675R,49.47 ,49.47 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400482,1,Y,20/04/2022,DEDE JUNAEDI,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00082,CLUSTER LUMI HOUSE (3) PERUMAHAN LEGENDA WISATA,CIBUBUR    , ,LCFI12A06XXX,44.00 ,16.00 ,14.00,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400607,1,Y,20/04/2022,DEDE JUNAEDI,CU02632,PT KIRANA KURNIA KREASI,DPKKI00016,GRAND WISATA - CLUSTER WATER TERRACE BLOK BE18 BE20 BE21 BE25,BEKASI    , ,22FI12A06XXX,200.00 ,200.00 ,70.00,,,,,,,,,,14.00,21.00,14.00,21.00,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220400478,1,Y,20/04/2022,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00100,"PT YESAYA EKASARANA. JL NAROGONG KM 13,5 PANGKALAN 5 (GANG AWIS) BEKASI",DEKAT PERBATASAN SELAMAT DATANG KAB BOGOR/KAB BEKASI    , ,30PX14A06XXX,90.00 ,63.50 ,11.00,,,,,,,,,,,11.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
