S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM230300005,1,Y,09/07/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00008,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR    , ,VIPER45-03,556.50 ,82.35 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,
SO21-IDM230700003,1,Y,09/07/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00011,PEKERJAAN PEMELIHARAAN PERIODIK SCRAPPING FILLING OVERLAY (SFO) & REKONSTRUKSI,PERKERASAN JALAN PADA RUAS JALAN TOL DALAM KOTA DAN SEDYATMO TAHUN 2023    , ,VIPER45-03,160.00 ,160.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C6000D,,
SO11-IDM230300001,1,Y,09/07/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00433,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,BC25XXA06JOR,900.00 ,220.70 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,
SO21-IDM230700001,1,Y,09/07/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-03,150.00 ,150.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,,6.00,,MANUAL,C1400D,,
SO02-IDM230700059,1,Y,09/07/2023,HERI KUSWANTO,CU05646,PT. ANGKASA WASTU PRATAMA,DPAWP00003,WORKSHOP CIANGSANA JL RAYA CIANGSANA KP PABUARAN SEBELAH SDN 2 CIANGSANA,BOGOR    , ,25FV12A06XXX,33.00 ,12.00 ,11.00,,,,,,,,,,,,,,11.00,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM230700087,1,Y,09/07/2023,HERI KUSWANTO,CU05775,CV. MUTIARA DARI TIMUR,DPMDT00005,PAKET PEKERJAAN REKONSTRUKSI JALAN JL MUARA BAKTI - BUNI BAKTI KEC BABELAN,BEKASI    , ,35PX12A06BKR,210.00 ,210.00 ,105.00,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,14.00,14.00,7.00,,,,MANUAL,C0000E,,
SO03-IDM230700051,1,Y,09/07/2023,FERDY WIDASMARA,CU05749,CV. VARFORCEA NOWLY,DPVRW00002,PENINGKATAN JALAN SRIJAYA - PASAR MINI TAMBUN (JEJALEN),KAB BEKASI    , ,35PX12A06BKR,250.00 ,180.00 ,49.00,,,,,,,,,,,,,,,,,,,7.00,14.00,7.00,14.00,7.00,,MANUAL,C3000E,,
SO02-IDM230700004,1,Y,09/07/2023,HERI KUSWANTO,CU05659,PT. TRIADI CASA RECTA,DPTCR00002,LODJI RESIDENCE - BEKASI. JL CARINGIN NO 02 RT 003 RW 005 KEL BOJONG RAWA,KEC RAWALUMBU BEKASI    , ,22PX12A06XXX,20.00 ,5.00 ,5.00,,,,,,,,,,,,,,5.00,,,,,,,,,,,MANUAL,C0000E,,
