S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211100364,1,Y,12/01/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,125.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200304,1,Y,12/01/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,182.00 ,3.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200543,1,Y,12/01/2022,FERDY WIDASMARA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00113,TRIBUANA MULTI KARYA. MABES TNI CILANGKAP JL PINTU 2 MABES TNI AL CILANGKAP,CIPAYUNG JAKARTA TIMUR    , ,35BX18A06XXX,500.00 ,437.50 ,13.00,,,,,,,,7.00,6.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200494,1,Y,12/01/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,40.00 ,14.00,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM220100159,1,Y,12/01/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00002,CLUSTER TORENA GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211200221,1,Y,12/01/2022,FERDY WIDASMARA,CU01745,PT PUSAKA SINAR INTAN,DPPSI00046,CITRA GRAND CBD CIBUBUR CLUSTER CALATHEA,CIBUBUR    , ,LCFU12A06XXX,35.00 ,28.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220100136,1,Y,12/01/2022,FERDY WIDASMARA,CU02347,PT ADDEL CIPTA GRAHA,DPACG00043,PEMBANGUNAN 1 UNIT RUMAH TYPE VIOLA HOOK (75/118) DI BLOK CC11 NO 29 CITRAGRAN,DI PERUMAHAN CITRA GRAN    , ,22FI12A06XXX,6.50 ,6.50 ,6.50,,,,,,,,,6.50,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220100137,1,Y,12/01/2022,FERDY WIDASMARA,CU02347,PT ADDEL CIPTA GRAHA,DPACG00044,PEMBANGUNAN 1 UNIT RUMAH TYPE VIOLA HOOK (74/121) DI BLOK CC10 NO 9 CITRAGRAN,DI PERUMAHAN CITRA GRAN    , ,22FI12A06XXX,6.50 ,6.50 ,6.50,,,,,,,,,,6.50,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200456,1,Y,12/01/2022,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30FD14A06XXX,215.00 ,149.00 ,21.00,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220100140,1,Y,12/01/2022,DEDE JUNAEDI,CU04607,PT. DEKA CIPTA CEMERLANG,DPDCC00008,PERUMAHAN CITRAGRAND CIBUBUR CBD CLUSTER GRANBURY BLOK G01 NO 52,CIBUBUR    , ,22FI12A06XXX,9.50 ,9.50 ,9.50,,,,,,,,,9.50,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM220100131,1,Y,12/01/2022,DEDE JUNAEDI,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00076,CLUSTER GARDEN HOUSE. PERUMAHAN GRAND WISATA TAMBUN,BEKASI    , ,17FI12A06XXX,40.00 ,40.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
