S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211000360,1,Y,28/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,VIPER45-03,150.00 ,150.00 ,14.0,,,,,,,,,,,,,,,,,,,,,,,7.00,7.00,MANUAL,C3000D,,
SO03-IDM211000361,1,Y,28/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,BC25XXA06JOR,150.00 ,150.00 ,10.0,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,MANUAL,C3000D,,
SO03-IDM210900169,1,Y,28/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,718.50 ,14.0,,,,,,,,,,,,,,,,,,7.00,,7.00,,,,,MANUAL,C3000D,,
SO02-IDM211000251,1,Y,28/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,100.00 ,65.00 ,7.0,,,,,,7.00,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM211000367,1,Y,28/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,49.00 ,35.00 ,14.0,,,,,,7.00,7.00,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800267,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,300.00 ,101.50 ,14.0,,,,,,,,,,,7.00,,7.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000461,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,200.00 ,191.00 ,14.0,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000462,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,300.00 ,300.00 ,7.0,,,,,,,,,,,,,,,,,,,7.00,,,,,,MANUAL,C3000D,,
SO03-IDM211000460,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,12FI12A06XXX,50.00 ,50.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211000476,1,Y,28/10/2021,DEDE JUNAEDI,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00012,CBD CIBUBUR,CIBUBUR    , ,22PX12A06XXX,13.00 ,13.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000A,,
SO03-IDM211000280,1,Y,28/10/2021,DEDE JUNAEDI,CU02514,PT SURYA MAJU JAYA,DPSMJ00028,PENGECORAN RETAINING WALL METLAND CILEUNGSI,CILEUNGSI    , ,25PX10A06XXX,70.00 ,57.00 ,5.0,,,,,,,5.00,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211000468,1,Y,28/10/2021,DEDE JUNAEDI,CU00550,PT MARGA MULIA DWI PERKASA,DRMDP00021,PEK RUMAH MASSAL CLUSTER O2+ T52 GRAND WISATA,BEKASI    , ,22FI12A06XXX,40.00 ,40.00 ,14.0,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM211000227,1,Y,28/10/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,30.00 ,10.0,,,,,,5.00,5.00,,,,,,,,,,,,,,,,,,MANUAL,C3000A,,
SO03-IDM210900548,1,Y,28/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,960.00 ,60.0,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,4.00,,MANUAL,C3000D,,
SO03-IDM210900041,1,Y,28/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1168.00 ,456.50 ,100.0,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,2.00,MANUAL,C3000D,,
SO02-IDM211000462,1,Y,28/10/2021,DEDE JUNAEDI,CU02737,CV NU ASA,DPNUA00372,BP NAJUN. KOMPLEK AL JT BENING JL ENGGANO/JL SUMATERA JATI BENING PONDOK GEDE,BEKASI    , ,25FI12A06XXX,50.00 ,50.00 ,49.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210800264,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,22FI12A06XXX,70.00 ,70.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM211000504,1,Y,28/10/2021,FERDY WIDASMARA,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00050,LOCO. BP AHMAD SYAFII PERUMAHAN CASAMORA BLOK C NO 14 CIGANJUR,JAGAKARSA    , ,25FI12A06XXX,25.00 ,25.00 ,18.0,,,,,,7.00,7.00,,4.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210800264,1,Y,28/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,22FI12A06XXX,70.00 ,70.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,,C3000D,,
