S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400323,1,Y,31/05/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,687.15 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C1400D,,,
SO03-IDM220400112,1,Y,31/05/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,660.10 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,,
SO11-IDM220400001,1,Y,31/05/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,518.90 ,6.00,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C3000C,,,
SO11-IDM220400002,1,Y,31/05/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,813.75 ,813.75 ,6.00,,,,,,,,,,,,,,6.00,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM220500155,1,Y,31/05/2022,HERI KUSWANTO,CU05194,PT. AMORA CIPTA SUKSES,DPACS00012,GREEN SRIMAHI RESIDENCE 1 KP KALEN KENDAL DESA SRIMAHI KEC TAMBUN UTARA,BEKASI    , ,25PX12A06XXX,600.00 ,600.00 ,49.00,,,,,,,,,,14.00,14.00,14.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220400323,1,Y,31/05/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,622.85 ,12.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,MANUAL,C1400D,,,
SO03-IDM220500098,1,Y,31/05/2022,HERI KUSWANTO,CU05181,PT. PERUSAHAAN PERSEROAN (PERSERO) PT. HUTAMA KARYA,DPHAK00018,STRUKTUR PARKIR (ELEVATED) TAMAN MINI INDONESIA INDAH (TMII),JAKARTA    , ,LCPX12A06XXX,353.95 ,339.95 ,10.00,,,,,,,,,,10.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500100,1,Y,31/05/2022,HERRU KUSTANTO,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00085,DEALER MOTOR YAMAHA CV UTAMA SEJAHTERA MOTOR JL DEWI SARTIKA NO 32,KARAWANG    , ,22FN12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,,,,,,,,,,,,,10.00,,,,,MANUAL,C3000D,,,
SO03-IDM220500128,1,Y,31/05/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,25PX12A06TMI,350.00 ,350.00 ,28.00,,,,,,,,14.00,14.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500125,1,Y,31/05/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,LCPX12A06XXX,121.00 ,110.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400671,1,Y,31/05/2022,FERDY WIDASMARA,CU00306,PT PUTRI INTAN ANUGERAH,DPPAH00040,089 - CLS BOTANY HILL FATMAWATI CITY CENTER CILANDAK BARAT,JAKARTA SELATAN    , ,17FI12A06R1X,189.00 ,129.00 ,10.50,,,,,,,,,,,,,10.50,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220400197,1,Y,31/05/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00058,12001393. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,173.00 ,26.00 ,14.00,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220500069,1,Y,31/05/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00068,12001405. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,28.00 ,21.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
