S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM231100231,1,Y,12/11/2023,FERDY WIDASMARA,CU02356,CV. FRESH CONCRETE,DPFCE00260,MUSHOLA YIAMI. GRIYA ALAM SENTOSA RT 002 RW 002 CINYOSOG PASIRANGIN CILEUNGSI,BOGOR    , ,25FU12A06XXX,13.00 ,13.00 ,13.00,,,,,,,,13.00,,,,,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM231100143,1,Y,12/11/2023,FERDY WIDASMARA,CU05782,PT. BERKAH MAJU PERKASA,DPBMP00024,PT PLIB JL PANGKALAN 2 KEL SUMUR BATU BANTARGEBANG,BEKASI    , ,30PX12A06XXX,150.00 ,139.00 ,77.00,,,,,,,,,,7.00,,7.00,,7.00,,14.00,14.00,14.00,14.00,,,,,,MANUAL,C0000E,,
SO02-IDM231100154,1,Y,12/11/2023,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00015,PEKERJAAN JALAN DAN SALURAN DI CLUSTER MD-2B GRAND WISATA,BEKASI TIMUR    , ,40FI12A06XXX,30.00 ,22.00 ,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C0000E,,
SO03-IDM231000006,1,Y,12/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,LCFI12A06XXX,500.00 ,412.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000007,1,Y,12/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI12A06CLA,500.00 ,500.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000191,1,Y,12/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI14A06CLA,750.00 ,722.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000182,1,Y,12/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,35FI12A06CLA,500.00 ,326.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,
