S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM230300005,1,Y,13/03/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00008,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR    , ,VIPER45-03,556.50 ,556.50 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C3000D,,,
SO11-IDM230300002,1,Y,13/03/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00434,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR (MARGA MAJU MAPAN)    , ,BC25XXA06JOR,800.00 ,800.00 ,14.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000C,,,
SO11-IDM230300001,1,Y,13/03/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00433,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,BC25XXA06JOR,900.00 ,889.00 ,14.00,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,MANUAL,C3000C,,,
SO21-IDM230300002,1,Y,13/03/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-03,630.00 ,619.23 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C1400D,,,
SO21-IDM230300003,1,Y,13/03/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-06,110.00 ,110.00 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C1400D,,,
SO03-IDM230300068,1,Y,13/03/2023,HERI KUSWANTO,CU00071,PT. WAHANA PAPAN SEJATI,DCWPS00065,RUMAH TYPE ARLINGTON BLOK P25 NO 10 CITRA GRAN,CIBUBUR    , ,22FI12A06XXX,20.00 ,20.00 ,20.00,,,,,,,,20.00,,,,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM230300036,1,Y,13/03/2023,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00079,TERA DAMAI.23.01-PROYEK TERA DAMAI CLUSTER DANISHA SRIAMUR,BEKASI UTARA    , ,17FV12A06XXX,120.00 ,92.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO21-IDM230300005,1,Y,12/03/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00008,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR    , ,VIPER45-03,556.50 ,556.50 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C3000D,,,
SO11-IDM230300002,1,Y,12/03/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00434,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR (MARGA MAJU MAPAN)    , ,BC25XXA06JOR,800.00 ,800.00 ,14.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000C,,,
SO11-IDM230300001,1,Y,12/03/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00433,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,BC25XXA06JOR,900.00 ,889.00 ,14.00,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,MANUAL,C3000C,,,
SO21-IDM230300002,1,Y,12/03/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-03,630.00 ,619.23 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C1400D,,,
SO21-IDM230300003,1,Y,12/03/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-06,110.00 ,110.00 ,12.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,MANUAL,C1400D,,,
SO03-IDM230100277,1,Y,12/03/2023,HERI KUSWANTO,CU03010,PT MAJU ANEKA SARANA,DPMAS00028,PT PULAUINTAN/AMBOJA. JL RAYA MABES HANKAM KEL BAMBU APUS,JAKARTA    , ,30FV12A06XXX,200.00 ,82.00 ,82.00,,,,,,,,21.00,21.00,21.00,19.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM230300178,1,Y,12/03/2023,HERI KUSWANTO,CU02356,CV. FRESH CONCRETE,DPFCE00226,RUKO BP ERIK. RUKO COMPARK KOTA WISATA JL BROADWAY LIMUS NUNGGAL,SAMPING APOTEK HARISON    , ,30FV12A06XXX,23.00 ,23.00 ,23.00,,,,,,,,14.00,9.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
