S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R28CMP - Plant Cempaka Putih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM190800235,1,Y,19/08/2019,GUSWILDAN GIOVANI,CU02741,PT MUARA PERKASA LESTARI,DPMPL00007,HOTEL JL DR SAHARJO NO194 RT 4/RW 5,MENTENG DALAM    , ,35FU12A06XXX,115.00 ,115.00,,,,,,,,,21.00,21.00,21.00,21.00,21.00,10.00,,,,,,,,,,,CPS,C0000E,,
SO03-IDM190800173,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,30MI14A06PXR,150.00 ,70.00,,,,,,,,,,,,,,21.00,21.00,21.00,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM190100119,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,99.00 ,2.00,,,,,,,,,,,,,,,,,,,,,,2.00,,,CPS,C3000D,,
SO03-IDM190500061,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI16A06FS2,94.50 ,42.00,,,,,,,,,,,,,,,,,,,,,,,21.00,21.00,CPS,C3000D,,
SO03-IDM190500062,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,189.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700225,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,108.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190700533,1,Y,19/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,374.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,
