S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220200091,1,Y,04/03/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00057,12001391. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,133.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211200177,1,Y,04/03/2022,FERDY WIDASMARA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00113,TRIBUANA MULTI KARYA. MABES TNI CILANGKAP JL PINTU 2 MABES TNI AL CILANGKAP,CIPAYUNG JAKARTA TIMUR    , ,35BX18A06XXX,500.00 ,259.00 ,56.00,,,,,,,,7.00,14.00,7.00,14.00,,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220100329,1,Y,04/03/2022,FERDY WIDASMARA,CU04572,PT TOTALINDO EKA PERSADA,DPTBC00022,RUMAH SUSUN CILANGKAP JL RAYA CILANGKAP RT 005 RW 001 CILANGKAP,JAKARTA TIMUR    , ,35MI12A06R1X,1700.00 ,771.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C9000D,,,
SO03-IDM220100298,1,Y,04/03/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,5.00 ,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220200221,1,Y,04/03/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,25.00 ,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220200130,1,Y,04/03/2022,DEDE JUNAEDI,CU00280,PT OKTA DUTA INTI PERKASA,DPOIA00065,PROYEK PT OKTA DUTA IP RUKO GRAND BUSSINES PARK GRAND WISATA,BEKASI    , ,22FI12A06XXX,100.00 ,1.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220300028,1,Y,04/03/2022,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00036,PERUMAHAN METLAND TRANSYOGI TIPE WESTFIELD A (53/55) BLOK TJ3A 15&21,CLUSTER AUCKLAND JL RAYA CILEUNGSI - SETU SERANG KM 2 CILEUNGSI BOGOR 16820    , ,22FI12A06XXX,9.00 ,9.00 ,9.00,,,,,,,,,9.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220200017,1,Y,04/03/2022,DEDE JUNAEDI,CU02632,PT KIRANA KURNIA KREASI,DPKKI00016,GRAND WISATA - CLUSTER WATER TERRACE BLOK BE18 BE20 BE21 BE25,BEKASI    , ,22FI12A06XXX,300.00 ,300.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
