S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211000527,1,Y,09/11/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,21.00 ,14.00 ,3.0,,,,,,,,,,,3.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000461,1,Y,09/11/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,200.00 ,156.00 ,7.0,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000462,1,Y,09/11/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,300.00 ,277.00 ,7.0,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000460,1,Y,09/11/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,12FI12A06XXX,50.00 ,47.00 ,7.0,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100126,1,Y,09/11/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,75.00 ,75.00 ,7.0,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM211000246,1,Y,09/11/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,22FI12A06XXX,50.00 ,25.00 ,7.0,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900169,1,Y,09/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,705.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900548,1,Y,09/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,689.50 ,35.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100049,1,Y,09/11/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,35.00 ,10.0,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000297,1,Y,09/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,5000.00 ,28.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000360,1,Y,09/11/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,VIPER45-03,150.00 ,107.40 ,7.0,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,,
SO03-IDM211000361,1,Y,09/11/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,BC25XXA06JOR,150.00 ,102.50 ,7.0,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,,
