S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800073,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,697.50 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO02-IDM210900132,1,Y,13/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,50.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800395,1,Y,13/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,10.00 ,7.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900115,1,Y,13/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,79.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900203,1,Y,13/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,VCTB,250.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900063,1,Y,13/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1000.00 ,42.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800073,1,Y,12/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900081,1,Y,12/09/2021,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,128.00 ,20.0,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM210900029,1,Y,12/09/2021,DEDE JUNAEDI,CU04772,PT. FITAMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,10PX12A06XXX,74.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900110,1,Y,12/09/2021,DEDE JUNAEDI,CU04772,PT. FITAMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,35PX12A06BKS,178.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900167,1,Y,12/09/2021,DEDE JUNAEDI,CU02737,CV NU ASA,DPNUA00145,"PT. PRIMA JAYA INDAH SEJATI, JL. RAYA NAROGONG KM 3.5 NO 79 NAROGONG",BEKASI    , ,30FU12A06XXX,23.50 ,23.5,,,,,,,,,,,7.00,7.00,7.00,2.50,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900179,1,Y,12/09/2021,DEDE JUNAEDI,CT04988,BP RACHMAT WIDODO (NIK 3275050801920003),DRRTW00006,BOJONG MENTENG RT 003 RW 002 RAWALUMBU,BEKASI    , ,25FI12A06XXX,5.00 ,5.0,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210900132,1,Y,12/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,50.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900041,1,Y,12/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,697.50 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900203,1,Y,12/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,VCTB,250.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900179,1,Y,12/09/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00046,PENINGKATAN JALAN RAYA H BOSIH CIBITUNG,CIBITUNG    , ,35PX12A06BKS,91.00 ,28.0,,,,,,,,,,,,,,,,,,,,,,,14.00,14.00,MANUAL,C3000E,,,
SO03-IDM210900052,1,Y,12/09/2021,HERRU KUSTANTO,CU00202,PT GRAHA CIPTA YASHA,DPGCY00077,PEK PEMBUATAN RESERVOIR 6500 33 TAHAP 2 ZONA A GIIC,CIKARANG    , ,30PX12A06RSV,309.00 ,5.00,,,,,,,,,,,,,,,,,,,,5.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900063,1,Y,12/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1000.00 ,63.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
