S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO08-IDM220100035,1,Y,02/02/2022,CHAERUDIN RUSLI,CU00358,PT  WASKITA KARYA (PERSERO) TBK,DPWKA00048,TMII G20 (RENOVASI TAMAN MINI INDONESIA INDAH),JL RAYA TAMAN MINI JAKARTA TIMUR    , ,10PX12A06XXX,4.00 ,4.00 ,3.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,MANUAL,C9000D,,,
SO08-IDM220100036,1,Y,02/02/2022,CHAERUDIN RUSLI,CU00358,PT  WASKITA KARYA (PERSERO) TBK,DPWKA00048,TMII G20 (RENOVASI TAMAN MINI INDONESIA INDAH),JL RAYA TAMAN MINI JAKARTA TIMUR    , ,22PX12A06XXX,4.00 ,4.00 ,3.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,MANUAL,C9000D,,,
SO03-IDM211200304,1,Y,02/02/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,35.00 ,21.00,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220100517,1,Y,02/02/2022,FERDY WIDASMARA,CU04989,DESA CIJUJUNG KECAMATAN CIBUNGBULANG KAB BOGOR,DPCJJ00003,H NARDHI K SEKOLAH SMP ISLAM PANGSOED 2 JEMBATAN 9 PERUM BLUE SAFIR,RAWALUMBU    , ,22FI12A06XXX,66.00 ,66.00 ,66.00,,,,,,,,21.00,14.00,21.00,10.00,,,,,,,,,,,,,,CPS,C0000E,,,
SO08-IDM220100037,1,Y,02/02/2022,CHAERUDIN RUSLI,CU00358,PT  WASKITA KARYA (PERSERO) TBK,DPWKA00048,TMII G20 (RENOVASI TAMAN MINI INDONESIA INDAH),JL RAYA TAMAN MINI JAKARTA TIMUR    , ,25PX12A06XXX,4.00 ,4.00 ,3.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,MANUAL,C9000D,,,
SO02-IDM220100283,1,Y,02/02/2022,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,200.00 ,56.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220100347,1,Y,02/02/2022,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,40PX12A06XXX,200.00 ,14.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220100421,1,Y,02/02/2022,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,40PX12A06XXX,200.00 ,7.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO03-IDM220100131,1,Y,02/02/2022,DEDE JUNAEDI,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00076,CLUSTER GARDEN HOUSE. PERUMAHAN GRAND WISATA TAMBUN,BEKASI    , ,17FI12A06XXX,40.00 ,1.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220100301,1,Y,02/02/2022,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00100,"PT YESAYA EKASARANA. JL NAROGONG KM 13,5 PANGKALAN 5 (GANG AWIS) BEKASI",DEKAT PERBATASAN SELAMAT DATANG KAB BOGOR/KAB BEKASI    , ,30PX14A06XXX,130.00 ,130.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220100408,1,Y,02/02/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,65.00 ,15.00,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C4500D,,,
