S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R28CMP - Plant Cempaka Putih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190400097,1,Y,10/04/2019,SULAIMAN,CU01281,PT SIRTU ALAM MAKMUR,DPSAM00016,SEDAYU CITY PEGANGSAAN DUA KELAPA GADING,JAKARTA UTARA    , ,35PX05C06XXX,60.00 ,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM190200079,1,Y,10/04/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00003,ARANDRA RESIDENCE 2,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,45MD12A06ARP,538.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190200316,1,Y,10/04/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,30MD12A06ARP,574.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000D,,
SO03-IDM190300152,1,Y,10/04/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,35MD12A06ARP,477.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190300153,1,Y,10/04/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,LCFI12C06XXX,300.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190300154,1,Y,10/04/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,LCFI12A06XXX,200.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,
SO03-IDM190400083,1,Y,10/04/2019,GUSWILDAN GIOVANI,CU00240,PT KHARISMAWIRA SURYA INTI,DPKSI00020,JL PAREDISE 14 BLOK Q NO 2 SUNTER,JAKARTA UTARA    , ,30FU12A06XXX,13.00 ,13.00,,,,,,,,,,,13.00,,,,,,,,,,,,,,MANUAL,C3000C,,
