S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220700063,1,Y,04/08/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06GAP,1434.00 ,1378.00 ,130.00,,,,,,,,21.00,14.00,21.00,14.00,21.00,14.00,21.00,4.00,,,,,,,,,,CPS,C3000D,,
SO03-IDM220700205,1,Y,04/08/2022,FERDY WIDASMARA,CU01012,PT REKACIPTA BANGUN PRATAMA,DPRBP00050,VD-30. CLUSTER NATURA JL TAMARIN NO 12-52 VIDA BANTAR GEBANG,BEKASI    , ,30FU12A06XXX,60.00 ,60.00 ,28.00,,,,,,,,14.00,14.00,,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO02-IDM220700171,1,Y,04/08/2022,HERI KUSWANTO,CU05204,ABIPRAYA-DAKA KSO,DPADK00006,PROYEK PENGENDALIAN BANJIR KALI BEKASI PAKET 7,BEKASI    , ,30BX18A06R1X,350.00 ,195.00 ,21.00,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,MANUAL,C0000E,,
SO03-IDM220700282,1,Y,04/08/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,35.00 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C4500D,,
SO02-IDM220800059,1,Y,04/08/2022,FERDY WIDASMARA,CU02923,PT CHAREDO JAYA,DPCOJ00003,PERUMAHAN SAKURA REGENCY 3 BLOK B-01 B-02 B-02A B-03 JL JATIMULYA BEKASI TIMUR,KOTA BEKASI    , ,22FV12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220700117,1,Y,04/08/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00025,WSK BEKASI,BEKASI    , ,30FI12A06XXX,200.00 ,152.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220800095,1,Y,04/08/2022,HERI KUSWANTO,CU02642,PT SANGGA KARYA MANDIRI,DPSKM00006,JALAN METLAND CILEUNGSI SETU KM 2 SEKTOR IV CLUSTER COLONY,CILEUNGSI BOGOR    , ,25PX12A06XXX,3.50 ,3.50 ,3.50,,,,,,,,,,3.50,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220800008,1,Y,04/08/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,450.00 ,401.00 ,70.00,,,,,,,,,,,21.00,14.00,21.00,14.00,,,,,,,,,,,CPS,C0000A,,
SO02-IDM220800041,1,Y,04/08/2022,FERDY WIDASMARA,CU05317,PT. GLOBAL SOLUSI TEKNINDO,DPGST00330,PT GLOBAL SOLUSI TEKNINDO JL. CIPENDAWA BARU NO.288 KELURAHAN BOJONG MENTENG,"KECAMATAN RAWALUMBU, KOTA BEKASI    ", ,BC25XXA11XXX,28.00 ,28.00 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220800043,1,Y,04/08/2022,HERI KUSWANTO,CU05306,PT. ARINA TAMA PERSADA,DPATP00012,PENINGKATAN JALAN RT 02 RW 011 BINTARA JAYA,BEKASI    , ,30MX12A06BKS,18.50 ,18.50 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220500127,1,Y,04/08/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,36PX06C06TMI,130.00 ,70.00 ,21.00,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
SO03-IDM220500128,1,Y,04/08/2022,FERDY WIDASMARA,CU04492,PT. PEMBANGUNAN PERUMAHAN (PESERO) TBK,DPPPV00003,RENOVASI KAWASAN TMII JAKARTA,JAKARTA    , ,25PX12A06TMI,350.00 ,113.50 ,14.00,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,
SO02-IDM220800103,1,Y,04/08/2022,HERI KUSWANTO,CU05030,PT. BUMI INDAH PUTRA,DPBIA00002,JL BARU CIPENDAWA KP BOJONG MENTENG KEL BOJONG RAWA LUMBU,KOTA BEKASI    , ,30FV12A06XXX,21.00 ,21.00 ,20.00,,,,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,MANUAL,C0000E,,
SO03-IDM220700334,1,Y,04/08/2022,HERI KUSWANTO,CU01468,PT TITIK INDAH PERMAI,DPTIP00027,BLOK B CITRA GRAN CIBUBUR CBD,CIBUBUR    , ,30FI08C06XXX,60.00 ,60.00 ,14.00,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,,MANUAL,C3000C,,
