S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM221100635,1,Y,27/11/2022,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,35FI12A06A3D,18.00 ,18.00 ,18.00,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,,,,,MANUAL,C0000E,,,
SO02-IDM221100605,1,Y,27/11/2022,FERDY WIDASMARA,CU01217,PT LESINDO JAYA UTAMA,DPLJU00003,NUANSA CILANGKAP JL RAYA CILANGKAP RT 12 RW 01 CILANGKAP CIPAYUNG,JAKARTA TIMUR    , ,35MU12A06XXX,34.00 ,7.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,,,,
SO02-IDM221100649,1,Y,27/11/2022,FERDY WIDASMARA,CU01217,PT LESINDO JAYA UTAMA,DPLJU00003,NUANSA CILANGKAP JL RAYA CILANGKAP RT 12 RW 01 CILANGKAP CIPAYUNG,JAKARTA TIMUR    , ,35MU12A06XXX,100.00 ,100.00 ,35.00,,,,,,,,,,,,,,,,,,,,,,7.00,14.00,14.00,MANUAL,,,,
SO21-IDM221000013,1,Y,27/11/2022,FERDY WIDASMARA,CU01857,PT HAKAASTON,DPHKS00013,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VIPER45-03,641.55 ,437.95 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C9000D,,,
SO11-IDM221000003,1,Y,27/11/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,BC25XXA06JOR,641.55 ,539.45 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C3000C,,,
SO11-IDM221000004,1,Y,27/11/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VCTB,641.55 ,461.35 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C3000C,,,
SO21-IDM221000004,1,Y,27/11/2022,FERDY WIDASMARA,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00040,PROJECT SUNTER PERMAI RAYA,JAKARTA    , ,VIPER08,652.00 ,469.40 ,20.00,,,,,,,,,,,,,,,,,,,,,,,10.00,10.00,MANUAL,C3000D,,,
SO21-IDM220900004,1,Y,27/11/2022,SULAIMAN,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00040,PROJECT SUNTER PERMAI RAYA,JAKARTA    , ,VCTB,489.00 ,230.00 ,10.00,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,MANUAL,C3000D,,,
SO03-IDM221100193,1,Y,27/11/2022,FERDY WIDASMARA,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30FN12A06XXX,200.00 ,95.00 ,21.00,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,MANUAL,C3000A,,,
