S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210400123,1,Y,27/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,235.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,27/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,266.00 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210800152,1,Y,27/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00038,REKON RAMP D & RAMP H,KP RAMBUTAN    , ,VCTB,76.50 ,14.0,,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210800322,1,Y,27/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1000.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800388,1,Y,27/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800076,1,Y,27/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,96.00 ,35.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800179,1,Y,27/08/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,920.00 ,30.0,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,2.00,,,,,MANUAL,C3000D,,,
SO02-IDM210800346,1,Y,27/08/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,30PX12A06XXX,45.00 ,45.0,,,,,,,,,,14.00,14.00,14.00,3.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210800357,1,Y,27/08/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,30PX12A06XXX,27.00 ,27.0,,,,,,,,,,,,,14.00,13.00,,,,,,,,,,,MANUAL,C0000E,,,
