S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM221100067,1,Y,08/11/2022,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00081,REHAB SALURAN KAYU RINGIN KEC BEKASI SELATAN,KOTA BEKASI    , ,20MI12A06XXX,140.00 ,140.00 ,140.00,,,,,,,,14.00,21.00,14.00,21.00,14.00,21.00,14.00,21.00, ,,,,,,,,,CPS,C3000E,,,
SO02-IDM221100108,1,Y,08/11/2022,HERI KUSWANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00113,BP RICKY ISKANDAR. CLUSTER ADMIRALTY BLOK A8 PD LABU,JAKARTA SELATAN    , ,25FI12A06XXX,48.00 ,48.00 ,49.00,,,,,,,,14.00,14.00,21.00, ,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM221100019,1,Y,08/11/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35PX12A06XXX,1000.00 ,853.00 ,112.00,,,,,,,,,, ,14.00,21.00,14.00,21.00,14.00,28.00, ,,,,,,,,CPS,C3000D,,,
SO21-IDM221000011,1,Y,08/11/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,125.00 ,63.65 ,6.00,,,,,,,,,,,,,,,,,,,,6.00,,,,,MANUAL,C3000D,,,
SO11-IDM220400002,1,Y,08/11/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,813.75 ,572.45 ,6.00,,,,,,,,,,,,,,,,,,,,6.00,,,,,MANUAL,C3000C,,,
SO21-IDM221000014,1,Y,08/11/2022,SULAIMAN,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00045,DEPARTEMEN PAKIN,JAKARTA    , ,VCTB,216.00 ,140.00 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C3000D,,,
SO21-IDM221000015,1,Y,08/11/2022,SULAIMAN,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00045,DEPARTEMEN PAKIN,JAKARTA    , ,VIPER08,288.00 ,268.00 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C3000D,,,
SO03-IDM221100029,1,Y,08/11/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,50.00 ,15.00,,,,,,,,,,,,,,,,,,5.00,5.00,5.00,,,,,MANUAL,C4500D,,,
SO02-IDM221100134,1,Y,08/11/2022,HERI KUSWANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00177,LOCO. BP LAMIDI PERUMAHAN GALAXY JL PULOSIRIH SELATAN 8 PEKAYON,BEKASI    , ,25FI12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,LOCO,C0000E,,,
SO03-IDM220900364,1,Y,08/11/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00009,PT MONI 1 - BEKASI,BEKASI    , ,25PX12A06XXX,50.00 ,24.50 ,5.50,,,,,,,,5.50,,,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM221100145,1,Y,08/11/2022,HERI KUSWANTO,CT05806,IBU RATNA JUITA S.SOS (NIK 3275075709710008),DRRJA00002,RUMTING JL APEL MERAH PERUM VIDA BUMIPALA,BEKASI    , ,25FI12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221000198,1,Y,08/11/2022,FERDY WIDASMARA,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX12A06XXX,1000.00 ,849.00 ,21.00,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,MANUAL,C3000D,,,
SO02-IDM221100132,1,Y,08/11/2022,FERDY WIDASMARA,CU05442,PT. WIRA BAJA MAKMUR,DPWBM00004,JL RATNA NO 108 RT 05/01 JATIASIH,BEKASI BARAT    , ,30PX12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C0000E,,,
