S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190600100,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU00279,"PT. NUSA RAYA CIPTA, Tbk",DPNRC00016,57 PROMINADE THAMRIN,JAKARTA    , ,LCFU12A06XXX,58.00 ,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM180400513,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,10MI12A06XXX,72.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM180700106,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,55MI12A06RAJ,450.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM180900197,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,22.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM180900258,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI16A06FS1,139.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100119,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,140.00 ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600074,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI12A06SP1,760.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600138,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,553.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600139,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,731.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600129,1,Y,05/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,45MI16A06RAJ,434.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
