S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R32TGD - Plant Tegal Danas - Cikarang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190700060,1,Y,05/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,30PX05C11LPX,40.50 ,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM190300227,1,Y,03/08/2019,HAMZAH IWAT,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00062,PEK PENANGGULANGAN BANJIR KAWASAN ENTRANCE DELTA MAS WADUK BINONG,WADUK ALAM SARI    ,ANTO 082113573097,35PX12A11TSW,49.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600050,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00061,SALURAN UTAMA SISI JALAN TOL POND ALAM SARI,MENUJU SUNGAI CIBEET PAKET 1    , ,30PX12A11SSA,236.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600051,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00061,SALURAN UTAMA SISI JALAN TOL POND ALAM SARI,MENUJU SUNGAI CIBEET PAKET 1    , ,35PX12A11TSW,50.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700056,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,LCFI12A11XXX,293.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700057,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,25PX12A11LPX,185.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700058,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,30PX12A11LPX,80.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700059,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,45RD05A11LPX,410.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700060,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00065,WATER FRONT LIPPO CIKARANG,CIKARANG    , ,30PX05C11LPX,40.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700084,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00061,SALURAN UTAMA SISI JALAN TOL POND ALAM SARI,MENUJU SUNGAI CIBEET PAKET 1    , ,22PX12A11TSW,367.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700163,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00062,PEK PENANGGULANGAN BANJIR KAWASAN ENTRANCE DELTA MAS WADUK BINONG,WADUK ALAM SARI    ,ANTO 082113573097,12PX12A11TSW,100.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700165,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00061,SALURAN UTAMA SISI JALAN TOL POND ALAM SARI,MENUJU SUNGAI CIBEET PAKET 1    , ,12PX12A11TSW,28.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700166,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00061,SALURAN UTAMA SISI JALAN TOL POND ALAM SARI,MENUJU SUNGAI CIBEET PAKET 1    , ,35PX12A11TSW,63.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600158,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00063,RIVER FRONT LIPPO CIKARANG,JL MH THAMRIN LIPPO CIKARANG    , ,LCFI12A11XXX,856.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190600159,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00063,RIVER FRONT LIPPO CIKARANG,JL MH THAMRIN LIPPO CIKARANG    , ,25PX12A11LPX,192.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190700506,1,Y,03/08/2019,EMON PRAYOGA,CU00182,PT CIPTA SARANA SUKSES ABADI,DPCSS00062,PEK PENANGGULANGAN BANJIR KAWASAN ENTRANCE DELTA MAS WADUK BINONG,WADUK ALAM SARI    ,ANTO 082113573097,35PX12A11TSW,150.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
