S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220900200,1,Y,30/09/2022,FERDY WIDASMARA,CU04437,PT KARYAPRIMA SUKSES MANDIRI,DPKSM00015,CLUSTER CURTINA - TERA DAMAI JL GREEN CITY NO 1 SRIAMUR KEC TAMBUN UTARA,KAB BEKASI JAWA BARAT 17510    , ,22PX12A06XXX,110.00 ,98.00 ,98.00,,,,,,,,14.00,21.00,14.00,21.00,14.00,14.00,,,,,,,,,,,,CPS,C3000A,,
SO03-IDM220900395,1,Y,30/09/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,70.00 ,15.00,,,,,,,,,7.00,8.00,,,,,,,,,,,,,,,MANUAL,C4500D,,
SO02-IDM220900641,1,Y,30/09/2022,FERDY WIDASMARA,CU03102,PT KHARISMA ANDALAN MANDIRI,DPKAM00003,WORKSHOP KAM. JL KEBON KELAPA NO G 67 TAMBUN SELATAN,BEKASI JAWA BARAT    , ,27FN12A06XXX,46.00 ,46.00 ,49.00,,,,,,,,,,,,,7.00,21.00,21.00,,,,,,,,,,MANUAL,C3000A,,
SO03-IDM220900364,1,Y,30/09/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00009,PT MONI 1 - BEKASI,BEKASI    , ,25PX12A06XXX,50.00 ,50.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000A,,
SO02-IDM220900637,1,Y,30/09/2022,HERI KUSWANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00159,PT GRIYA KARYA UTAMA SELARAS. JL HACIENDA 1 SE3 NO 8 CIANGSANA KEC GUNUNG PUTRI,KABUPATEN BOGOR JABAR 16968    , ,30FI12A06XXX,18.00 ,18.00 ,18.00,,,,,,,,,,,,,,4.00,7.00,7.00,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220900376,1,Y,30/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00093,12001457. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,600.00 ,586.00 ,21.00,,,,,,,,,,14.00,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM220900377,1,Y,30/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00094,12001458. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,200.00 ,172.00 ,21.00,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,MANUAL,C3000D,,
