S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM220900416,1,Y,22/09/2022,HERI KUSWANTO,CT05690,BP M EDI KURNIAWAN ST (NIK 3328063008850006),DRMEK00002,SEKOLAH SMPN 36 MUSTIKA JAYA,BEKASI    , ,22PX12A06XXX,68.00 ,68.00 ,68.00,,,,,,,,14.00,21.00,14.00,19.00,,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220900224,1,Y,22/09/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,65.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220900167,1,Y,22/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00091,12001446. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,140.00 ,84.00 ,21.00,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900168,1,Y,22/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00091,12001446. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,84.00 ,77.00 ,21.00,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220800405,1,Y,22/09/2022,HERI KUSWANTO,CU02632,PT KIRANA KURNIA KREASI,DPKKI00020,PERUM GRAND WISATA - LEMONADE BLOK CC8 CC9 CC10 CC12 CC17,BEKASI    , ,22FI12A06XXX,105.00 ,78.50 ,77.00,,,,,,,,21.00,14.00,14.00,,14.00,14.00,,,,,,,,,,,,CPS,C4500D,,,
SO02-IDM220900431,1,Y,22/09/2022,HERI KUSWANTO,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00005,CLUSTER TORENA+ GRAND WISATA LAMBANGSARI - TAMBUN,BEKASI    , ,22FI12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220900449,1,Y,22/09/2022,HERI KUSWANTO,CU01922,PT THOMSON TUNGGAL PERKASA,DPTTP00003,PABRIK KARUNG BEKASI JL PANGKALAN V KAMPUNG CIKETING UDIK RT 03 RW 05,BANTARGEBANG BEKASI    , ,35FI12A06XXX,40.00 ,40.00 ,40.00,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,5.00,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220900165,1,Y,22/09/2022,HERI KUSWANTO,CU00280,PT OKTA DUTA INTI PERKASA,DPOIA00068,PT OKTA DUTA INTI PERKASA. CLS MISSISSIPI KOTA WISATA CIBUBUR,CIBUBUR    , ,LCFN12A06XXX,50.00 ,29.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220400429,1,Y,22/09/2022,HERRU KUSTANTO,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX10A06XXX,1000.00 ,505.00 ,24.00,,,,,,,,,,,,,,,7.00,7.00,7.00,3.00,,,,,,,MANUAL,C3000D,,,
