S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM230300096,1,Y,04/04/2023,FERDY WIDASMARA,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00283,MC4. CLUSTER DANISA JL TERADAMAI SRIAMUR TAMBUN UTARA,BEKASI    , ,LCFI12A06XXX,100.00 ,12.00 ,14.00,,,,,,,,,,,7.00,,7.00,,,,,,,,,,,,MANUAL,C6000C,,
SO03-IDM230300097,1,Y,04/04/2023,FERDY WIDASMARA,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00283,MC4. CLUSTER DANISA JL TERADAMAI SRIAMUR TAMBUN UTARA,BEKASI    , ,17FI12A06XXX,100.00 ,82.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C6000C,,
SO03-IDM230300098,1,Y,04/04/2023,FERDY WIDASMARA,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00283,MC4. CLUSTER DANISA JL TERADAMAI SRIAMUR TAMBUN UTARA,BEKASI    , ,22FI12A06XXX,100.00 ,68.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C6000C,,
SO03-IDM230300037,1,Y,04/04/2023,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00079,TERA DAMAI.23.01-PROYEK TERA DAMAI CLUSTER DANISHA SRIAMUR,BEKASI UTARA    , ,LCFV12A06XXX,220.00 ,129.00 ,14.00,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM230300160,1,Y,04/04/2023,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00079,TERA DAMAI.23.01-PROYEK TERA DAMAI CLUSTER DANISHA SRIAMUR,BEKASI UTARA    , ,17FV12A06XXX,35.00 ,28.00 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000C,,
SO03-IDM230300162,1,Y,04/04/2023,HERI KUSWANTO,CU00145,PT ANUGRAH RAYNI SENTOSA,DPARS00080,TERA DAMAI.23.02-PROYEK TERA DAMAI RUKO BRANTA SRIAMUR,BEKASI UTARA    , ,22FV12A06XXX,100.00 ,30.00 ,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000C,,
SO03-IDM230400017,1,Y,04/04/2023,DEDE JUNAEDI,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30FV12A06XXX,10.00 ,10.00 ,10.00,,,,,,,,,,,,,,,,,,,7.00,3.00,,,,,MANUAL,C3000A,,
