S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM221200520,1,Y,27/12/2022,HERI KUSWANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00194,BP SIDIK. PERUM BUMI HARAPAN PERMAI BLOK H 18 A KAMPUNG DUKUH KRAMAT JATI,JAKARTA    , ,22FI12A06XXX,35.00 ,35.00 ,35.00,,,,,,,,,7.00,14.00,14.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221200133,1,Y,27/12/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,5.00 ,5.00,,,,,,,,,,,,,,,,5.00,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM221200243,1,Y,27/12/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,70.00 ,10.00,,,,,,,,,,,,,,,,5.00,5.00,,,,,,,,MANUAL,C4500D,,,
SO02-IDM221200510,1,Y,27/12/2022,HERI KUSWANTO,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00012,CLUSTER CHERRY VILLE GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,21.00 ,14.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221200235,1,Y,27/12/2022,FERDY WIDASMARA,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30FV12A06XXX,350.00 ,301.00 ,56.00,,,,,,,,,,,,,,,,,,,21.00,14.00,21.00,,,,MANUAL,C3000A,,,
SO03-IDM221200076,1,Y,27/12/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00098,12001519. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,70.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221200077,1,Y,27/12/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00099,12001518. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,140.00 ,91.00 ,14.00,,,,,,,,,,,,,7.00,7.00, ,,,,,,,,,,MANUAL,C3000D,,,
