S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900169,1,Y,29/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,680.50 ,7.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000296,1,Y,29/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,4000.00 ,4000.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000297,1,Y,29/11/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,4826.50 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM211000244,1,Y,29/11/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,LCPX12A06XXX,28.00 ,24.00 ,3.00,,,,,,,,,,,,3.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211100363,1,Y,29/11/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,210.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100364,1,Y,29/11/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,140.00 ,3.00,,,,,,,,,,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800179,1,Y,29/11/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,1000.00 ,125.50 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO08-IDM211100038,1,Y,29/11/2021,FERDY WIDASMARA,CU04920,PT. TRIBUANA MULTI KARYA,DPTMK00005,GEDUNG KEMENHAM MABES CILANGKAP KEC CIPAYUNG,JAKARTA TIMUR    , ,35BX18A06XXX,4.00 ,4.00 ,4.00,,,,,,,,,4.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO08-IDM211100039,1,Y,29/11/2021,FERDY WIDASMARA,CU04920,PT. TRIBUANA MULTI KARYA,DPTMK00005,GEDUNG KEMENHAM MABES CILANGKAP KEC CIPAYUNG,JAKARTA TIMUR    , ,50PX10A06XXX,4.00 ,4.00 ,4.00,,,,,,,,,4.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
