S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900168,1,Y,17/12/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,3479.50 ,21.00,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211000296,1,Y,17/12/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,4000.00 ,3688.50 ,21.00,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100363,1,Y,17/12/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,63.00 ,7.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM211100364,1,Y,17/12/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,140.00 ,3.00,,,,,,,,,,,,,3.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM211200259,1,Y,17/12/2021,NANDANG PRIATNA,CT04983,IBU LIS CIPTA SARI (NIK 3175067108820017),DRLCS00014,JEMBATAN TRANSPORTASI TANI KP CIBULUS RT 02 RW 05 DESA KARANGPATRI KEC PEBAYURAN,BEKASI    , ,35PX12A06XXX,21.00 ,21.00 ,21.00,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM211200273,1,Y,17/12/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,60.00 ,20.00,,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,MANUAL,C3000A,,,
SO03-IDM211200139,1,Y,17/12/2021,DEDE JUNAEDI,CU04939,PT. MITRA ANDALAN SAKTI,DPMAI00007,PENINGKATAN JEMBATAN AKSES RUSUN PESAKIH CENGKARENG,JAKARTA BARAT    , ,VIPER08,225.00 ,197.00 ,23.00,,,,,,,,,,,,,,,,,,,,,,,23.00,,MANUAL,C1400D,,,
SO03-IDM211200056,1,Y,17/12/2021,DEDE JUNAEDI,CU02514,PT SURYA MAJU JAYA,DPSMJ00033,CLUSTER AYANA SEKTOR 6 DI METLAND CILEUNGSI,CILEUNGSI    , ,25PX10A06XXX,100.00 ,83.00 ,4.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,MANUAL,C3000D,,,
