S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900203,1,Y,15/09/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00039,REKON RAMP H,KP RAMBUTAN    , ,VCTB,250.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210900167,1,Y,15/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1830.00 ,77.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210900115,1,Y,15/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,65.00 ,10.0,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900132,1,Y,15/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,22.00 ,14.0,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900168,1,Y,15/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO02-IDM210900229,1,Y,15/09/2021,DEDE JUNAEDI,CU04261,PT BUMI PERSADA KONSTRUKSI,DPBPK00174,BP SUYANTO PERUMAHAN DOLOK NO.282 SAMPING MASJID MAS,BELAKANG POLSEK DUREN SAWIT    , ,22PX12A06XXX,4.50 ,4.5,,,,,,,,,4.50 ,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210900025,1,Y,15/09/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,35.00 ,15.0,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900161,1,Y,15/09/2021,DEDE JUNAEDI,CU01468,PT TITIK INDAH PERMAI,DPTIP00014,DPT CLUSTER CALATHEA CIBUBUR,CIBUBUR    , ,30FI10A06XXX,32.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210900183,1,Y,15/09/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00259,CITRALAND14. CLUSTER MONTEREY KM 4 BLOK F6 NO 3,JONGGOL    , ,17FI12A06XXX,50.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210900169,1,Y,15/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,14.0,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
