S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900046,1,Y,08/09/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1401.00 ,56.0,14.00,14.00,14.00,14.00,,,,,,,,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM210800073,1,Y,08/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,820.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800506,1,Y,08/09/2021,DEDE JUNAEDI,CU04324,PT. KUSUMA KARYA ABADI,DPKKA00004,GEREJA TIBERIAS BEKASI TOWN SQUARE (BETOS) JL CUT MEUTIA KEL MARGAHAYU,KEC BEKASI TIMUR    , ,35PX12A06XXX,239.00 ,70.0,,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,,MANUAL,C6000D,,,
SO03-IDM210900025,1,Y,08/09/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900064,1,Y,08/09/2021,DEDE JUNAEDI,CU04168,PT BINA NUSANTARA RAYA,DPBNR00006,CLUSTER KENCANA KAWASAN VIDA BEKASI 17151,VIDA BEKASI    , ,35PX12A06XXX,100.00 ,35.0,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900051,1,Y,08/09/2021,DEDE JUNAEDI,CU04745,CV. CIBALAGUNG INDAH PERSADA,DPCIP00006,"PT RUSLI VINILON SAKTI JL RAYA NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,208.00 ,42.0,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM210900029,1,Y,08/09/2021,DEDE JUNAEDI,CU04772,PT. FITMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,10PX12A06XXX,130.00 ,24.0,,,,,,,,,,,,,7.00,7.00,7.00,3.00,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800394,1,Y,08/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,20.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800395,1,Y,08/09/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,17.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900041,1,Y,08/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,1168.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800367,1,Y,08/09/2021,HERRU KUSTANTO,CU00202,PT GRAHA CIPTA YASHA,DPGCY00077,PEK PEMBUATAN RESERVOIR 6500 33 TAHAP 2 ZONA A GIIC,CIKARANG    , ,30PX12A06RSV,779.00 ,70.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO02-IDM210900032,1,Y,08/09/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,50.00 ,6.5,,,,,,,,6.50,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800467,1,Y,08/09/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00046,PENINGKATAN JALAN RAYA H BOSIH CIBITUNG,CIBITUNG    , ,35PX12A06BKS,111.00 ,7.0,,,,,,,,,,,,,,,,,,,,,,,,7.00,MANUAL,C3000E,,,
SO03-IDM210900029,1,Y,08/09/2021,ANDIKA BAGUS PRIO UTOMO,CU00738,PT DELTA BANGUN KHARISMA,DPDBK00005,CENDANA HILLS LIPPO KARAWACI,TANGERANG    , ,35PX12A06XXX,120.00 ,28.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,MANUAL,C3000A,,,
SO03-IDM210900063,1,Y,08/09/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1000.00 ,70.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C3000D,,,
