S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400112,1,Y,11/04/2022,FERDY WIDASMARA,CU02126,PT KADI INTERNATIONAL,DPKII00008,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,VIPER45-03,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C3000D,,,
SO11-IDM220400001,1,Y,11/04/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,819.00 ,819.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000C,,,
SO03-IDM220400323,1,Y,11/04/2022,DEDE JUNAEDI,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,813.75 ,813.75 ,12.00,,,,,,,,,,,,,,,,,,,7.00,5.00,,,,,MANUAL,C1400D,,,
SO03-IDM220400044,1,Y,11/04/2022,FERDY WIDASMARA,CU05088,PT. ROADMIXINDO RAYA,DPRMR00002,PEKERJAAN PEMELIHARAAN PERIODIK DAN REKONSTRUKSI PERKERASAN RUAS JALAN TOL JORR,SEKSI W2 UTARA JALUR A DAN B TAHUN 2022    , ,VIPER45-06,122.50 ,41.00 ,12.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,,,,MANUAL,C6000D,,,
SO03-IDM220400045,1,Y,11/04/2022,DEDE JUNAEDI,CU02632,PT KIRANA KURNIA KREASI,DPKKI00016,GRAND WISATA - CLUSTER WATER TERRACE BLOK BE18 BE20 BE21 BE25,BEKASI    , ,22FI12A06XXX,185.00 ,185.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220400151,1,Y,11/04/2022,DEDE JUNAEDI,CU05097,PT. BOJONG INDAH MANDIRI,DPBJM00008,PERUM METLAND CILEUNGSI KAB BOGOR,JAWA BARAT    , ,25FI12A06XXX,6.00 ,6.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220400306,1,Y,11/04/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,50.00 ,15.00,,,,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220400212,1,Y,11/04/2022,DEDE JUNAEDI,CU02650,PT DEFICYSIGAR PRATAMA,DPDSP00004,RUSUN TUNAWISMA KEMENTERIAN SOSIAL (RUSUNDKI21-01),JL MINI III KEL BAMBU APUS KEC CIPAYUNG JAKARTA TIMUR    , ,30PX12A06XXX,80.00 ,57.00 ,28.00,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000A,,,
