S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM231000006,1,Y,17/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,LCFI12A06XXX,500.00 ,412.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000007,1,Y,17/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI12A06CLA,500.00 ,500.00 ,7.00,,,,,,,,,, ,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000191,1,Y,17/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI14A06CLA,750.00 ,722.00 ,7.00,,,,,,,,,,, ,7.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000182,1,Y,17/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,35FI12A06CLA,500.00 ,103.00 ,7.00,,,,,,,,,,, ,7.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231100096,1,Y,17/11/2023,FERDY WIDASMARA,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00004,WORKSHOP JL MT HARYONO DESA TAMAN SARI KEC SETU,KAB BEKASI    , ,50PX12A06PTP,60.00 ,45.00 ,10.00,,,,,,,,,,,,,10.00,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM230900165,1,Y,17/11/2023,SULAIMAN,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00212,CLUSTER ZLIVING 3 PERUMAHAN GRAND WISATA TAMBUN,BEKASI    , ,22FI12A06XXX,200.00 ,65.50 ,40.00,,,,,,,,,14.00,14.00,12.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231100135,1,Y,17/11/2023,FERDY WIDASMARA,CU04540,PT. ZENTHA MAHARDDHIKA,DPZTM00006,MONAMI CIRACAS 4 JL RAYA CIRACAS SAMPING KELURAHAN CIRACAS,JAKARTA TIMUR    , ,30PX12A06XXX,12.00 ,12.00 ,12.00,,,,,,,,,6.00,6.00,,,,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM230700321,1,Y,17/11/2023,DANU KURNIA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00034,MMP WAREHOUSE 13 PONDOK UNGU - B JL KAMPUNG PENGAIRAN MEDAN SATRIA,BEKASI    , ,30MI15A06WPU,200.00 ,114.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM230700325,1,Y,17/11/2023,DANU KURNIA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00034,MMP WAREHOUSE 13 PONDOK UNGU - B JL KAMPUNG PENGAIRAN MEDAN SATRIA,BEKASI    , ,LCFI12A06XXX,200.00 ,145.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM230700326,1,Y,17/11/2023,DANU KURNIA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00034,MMP WAREHOUSE 13 PONDOK UNGU - B JL KAMPUNG PENGAIRAN MEDAN SATRIA,BEKASI    , ,30MI12A06WPU,200.00 ,8.00 ,7.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231100129,1,Y,17/11/2023,SULAIMAN,CU00474,PT DINAMIKA MITRAKARISMA,DRDMK00026,CLUSTER ELORA SRIAMUR,BEKASI    , ,22PX12C06XXX,25.00 ,25.00 ,25.00,,,,,,,,,,,7.00,7.00,7.00,4.00,,,,,,,,,,,MANUAL,C3000C,,
SO02-IDM231100334,1,Y,17/11/2023,FERDY WIDASMARA,CU05317,PT. GLOBAL SOLUSI TEKNINDO,DPGST00334,PURI GADING - JATIASIH,KOTA BEKASI    , ,BC25XXA11XXX,7.00 ,7.00 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C0000E,,
