S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM230100009,1,Y,08/02/2023,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00050,PEKERJAAN RAMP JORR S,JORR    , ,VIPER45-3D,672.00 ,672.00 ,7.00,,,,,,,,,,,,,,,,,,7.00,,,,,,,MANUAL,C9000D,,,
SO21-IDM230100010,1,Y,08/02/2023,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00050,PEKERJAAN RAMP JORR S,JORR    , ,VIPER45-1D,90.00 ,90.00 ,11.00,,,,,,,,,,,,,,,,,,,7.00,4.00,,,,,MANUAL,C9000D,,,
SO21-IDM230100011,1,Y,08/02/2023,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00050,PEKERJAAN RAMP JORR S,JORR    , ,VIPER45-03,150.00 ,150.00 ,7.00,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C9000D,,,
SO21-IDM230100012,1,Y,08/02/2023,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00050,PEKERJAAN RAMP JORR S,JORR    , ,VCTB,480.00 ,465.00 ,7.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,MANUAL,C9000D,,,
SO02-IDM230200109,1,Y,08/02/2023,FERDY WIDASMARA,CU05557,PT. ANDHIKA BINA PERSADA,DPANA00002,JL RAYA MABES HANKAM NO 9 CILANGKAP,JAKARTA TIMUR    , ,30FV12A06XXX,14.00 ,14.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM230200031,1,Y,08/02/2023,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,60.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM230100346,1,Y,08/02/2023,FERDY WIDASMARA,CU01217,PT. LESINDO JAYA UTAMA,DPLJU00003,NUANSA CILANGKAP JL RAYA CILANGKAP RT 12 RW 01 CILANGKAP CIPAYUNG,JAKARTA TIMUR    , ,35MU12A06XXX,30.00 ,11.00 ,7.00,,,,,,,,,,,,,,,,,,,7.00,,,,,,MANUAL,C0000E,,,
SO02-IDM230200108,1,Y,08/02/2023,FERDY WIDASMARA,CU01217,PT. LESINDO JAYA UTAMA,DPLJU00003,NUANSA CILANGKAP JL RAYA CILANGKAP RT 12 RW 01 CILANGKAP CIPAYUNG,JAKARTA TIMUR    , ,35MU12A06XXX,38.00 ,38.00 ,28.00,,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,MANUAL,C0000E,,,
SO02-IDM230200094,1,Y,08/02/2023,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00027,PT DUA PUTRA PERKASA PRATAMA. JL MAWAR RAYA NO 09 PURA MELATI INDAH,JATI RAHAYU PONDOK MELATI BEKASI    , ,35PX12A06XXX,18.00 ,18.00 ,18.00,,,,,,,,,,7.00,7.00,4.00,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM230200102,1,Y,08/02/2023,DEDE JUNAEDI,CU02621,PT GARUDA UTAMA,DPGRU00029,LOCO. CV BADJA ASIA/BP BUYUNG SAKURA REGENCY 3 BLOK 3A & B-5,BEKASI TIMUR    , ,22FU12A06XXX,9.00 ,9.00 ,9.00,,,,,,,,6.00,3.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
