S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,09/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,51.50 ,25.0,,,,,,,,,,,,,,7.00,7.00,7.00,4.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,09/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,25.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,09/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,34.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210400123,1,Y,09/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,446.40 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,09/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1857.50 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,09/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,2778.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800078,1,Y,09/08/2021,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00037,PENINGKATAN JALAN GARDENIA TENGAH RT 03 RW 17 KEL JAKASETIA,BEKASI SELATAN    , ,30MX12A06BKS,70.00 ,70.0,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,,,MANUAL,C3000E,,,
SO03-IDM210600023,1,Y,09/08/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00020,GUDANG PT WIDYA SAKTI KUSUMA. SAMPING PABRIK ARNOTT HARAPAN BARU,BEKASI    , ,35PX12A06GAP,432.00 ,7.0,,,,,,,,,,7.00,,,,,,,,,,,,,,,CPS,C3000D,,,
SO02-IDM210800089,1,Y,09/08/2021,DEDE JUNAEDI,CU04261,PT BUMI PERSADA KONSTRUKSI,DPBPK00248,PT HKMU. GG BAMBU HIDEUNG NO 37 RT 001 RW 001 CIKIWUL BANTARGEBANG,PANGKALAN 2 BEKASI    , ,25PX12A06XXX,7.00 ,7.0,,,,,,,,,,3.00,4.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210800070,1,Y,09/08/2021,DEDE JUNAEDI,CU04571,PT. PARAMA SAKA,DPPAS00008,"UAB POULTRY PT UNIVERSAL AGRI BISNISINDO JL NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,22FI12A06XXX,18.00 ,18.0,,,,,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800075,1,Y,09/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,LCPX12A06XXX,100.00 ,21.0,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800076,1,Y,09/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,350.00 ,63.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,MANUAL,C3000D,,,
SO02-IDM210700409,1,Y,09/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,45RX07A06XXX,500.00 ,70.0,,,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,MANUAL,C0000E,,,
SO02-IDM210700410,1,Y,09/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,LCFI12A06XXX,145.00 ,21.0,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800007,1,Y,09/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700418,1,Y,09/08/2021,FERDY WIDASMARA,CU04632,PT. LARIS TRIO BERSAUDARA,DPLTB00002,PEMBANGUNAN RUSUN JAWA BARAT 5 KOMP. DEPSOS RT 002 RW 021 MARGAHAYU,KEC. BEKASI TIMUR KOTA BEKASI JAWA BARAT 17113    , ,30PX12A06RDB,214.00 ,91.0,,,,,,,,,,,,,,,14.00,21.00,21.00,14.00,14.00,7.00,,,,,CPS,C0000E,,,
SO03-IDM210700289,1,Y,09/08/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30BD16C06XXX,28.00 ,6.0,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
