S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM231100080,1,Y,11/11/2023,FERDY WIDASMARA,CU04540,PT. ZENTHA MAHARDDHIKA,DPZTM00006,MONAMI CIRACAS 4 JL RAYA CIRACAS SAMPING KELURAHAN CIRACAS,JAKARTA TIMUR    , ,30PX12A06XXX,7,7,7,,,,,,,,,7,,,,,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM231100019,1,Y,11/11/2023,FERDY WIDASMARA,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00004,WORKSHOP JL MT HARYONO DESA TAMAN SARI KEC SETU,KAB BEKASI    , ,50PX12A06PTP,60,15,10,,,,,,,,,,,,,10,,,,,,,,,,,,MANUAL,C4500D,,
SO02-IDM231100167,1,Y,11/11/2023,FERDY WIDASMARA,CU05257,PT. NAGA SURYA INDAH,DPNSI00009,PANGKALAN 2 NAROGONG,BEKASI    , ,30PXFLA06A1D,7,7,7,,,,,,,,,7,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM231100215,1,Y,11/11/2023,FERDY WIDASMARA,CU05782,PT. BERKAH MAJU PERKASA,DPBMP00024,PT PLIB JL PANGKALAN 2 KEL SUMUR BATU BANTARGEBANG,BEKASI    , ,30PX12A06XXX,300,300,245,,,,,,,,21,21,21,21,21,21,21,21,21,21,21,14,,,,,,MANUAL,C0000E,,
SO03-IDM231000006,1,Y,11/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,LCFI12A06XXX,500,426,7,,,,,,,,,,,7,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000007,1,Y,11/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI12A06CLA,500,500,7,,,,,,,,,,,,7,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000182,1,Y,11/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,35FI12A06CLA,500,326,7,,,,,,,,,,,,,7,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM231000191,1,Y,11/11/2023,FERDY WIDASMARA,CU00201,PT. GLITTER INDO PRATAMA,DPGIP00036,CELLA WAREHOUSE 3 NAROGONG JL GRIYA ALAM SENTOSA CIKETING UDIK PASIR ANGIN,CILEUNGSI KAB BOGOR    , ,30FI14A06CLA,750,722,7,,,,,,,,,,,,,,7,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM231100153,1,Y,11/11/2023,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00013,PEKERJAAN PELEBARAN JALAN DARI SISI AREA MALL LIVING WORLD KE ARAH CELEBRATION,BOULEVARD GRAND WISATA BEKASI TIMUR    , ,40FI10C06XXX,30,25,7,,,,,,,,,,,,,,,7,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM231100155,1,Y,11/11/2023,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00016,PEKERJAAN JALAN PAVING CLUSTER Z LIVING SISI UTARA (ZONA 1) GRAND WISATA,BEKASI    , ,35FI10C06XXX,25,20,7,,,,,,,,,,,,,,,,7,,,,,,,,,MANUAL,C0000E,,
SO03-IDM230900143,1,Y,11/11/2023,SULAIMAN,CU00165,PT BIN SALAMUN,DPBIN00460,"CV PUTRA MULIA, PEMBANGUNAN JALAN CIMUNING TAMAN SARI (TPA BURANGKENG)",BEKASI    , ,LCFU12A06XXX,250,117,7,,,,,,,,,,,,,,,,,,7,,,,,,,MANUAL,C3000D,,
SO03-IDM230900149,1,Y,11/11/2023,SULAIMAN,CU00165,PT BIN SALAMUN,DPBIN00461,CV PUTRA MULIA. PEMBANGUNAN JALAN CIMUNING TAMAN SARI (TPA BURANGKENG),CIMUNING    , ,35PXFLA06A1D,1230,380,35,,,,,,,,,,,,,,,,,,,7,7,7,7,7,,MANUAL,C3000D,,
