S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900392,1,Y,21/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,VIPER45-03,231.00 ,107.30 ,14.0,,,,,,,,,,,,,,,,,,,,,,,7.00,7.00,MANUAL,C3000D,,,
SO03-IDM210900393,1,Y,21/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,BC25XXA06JOR,231.00 ,101.00 ,10.0,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,MANUAL,C3000D,,,
SO02-IDM211000246,1,Y,21/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,22FI12A06XXX,50.00 ,50.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM211000251,1,Y,21/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,100.00 ,100.00 ,7.0,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800263,1,Y,21/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,150.00 ,74.00 ,7.0,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800264,1,Y,21/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,22FI12A06XXX,70.00 ,70.00 ,7.0,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800266,1,Y,21/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,150.00 ,88.00 ,7.0,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800267,1,Y,21/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,300.00 ,185.50 ,7.0,,,,,,,,,,,,,,,,,,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700407,1,Y,21/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,96.00 ,26.00 ,7.0,,,,,,,,,,,,,,,,,,,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210900433,1,Y,21/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,29.00 ,15.00 ,7.0,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210800179,1,Y,21/10/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,1000.00 ,644.00 ,35.0,,,,,,,,,,,,14.00,14.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900168,1,Y,21/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,3881.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900548,1,Y,21/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,1434.50 ,98.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C3000D,,,
SO03-IDM210900169,1,Y,21/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,1000.00 ,751.00 ,14.0,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM211000246,1,Y,20/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,22FI12A06XXX,50.00 ,50.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM211000251,1,Y,20/10/2021,FERDY WIDASMARA,CU04773,PT. MULTI CIPTA BANGUN SERASI,DPMCS00012,RUKO DAN PERGUDANGAN MULTI BIZPARK SUMUR BATU,BANTARGEBANG    , ,35PX12A06XXX,100.00 ,100.00 ,7.0,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800263,1,Y,20/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,17BI18A06XXX,150.00 ,74.00 ,7.0,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800264,1,Y,20/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,22FI12A06XXX,70.00 ,70.00 ,7.0,,,,,,,,,,,,,,,,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800266,1,Y,20/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35PX12A06XXX,150.00 ,88.00 ,7.0,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800267,1,Y,20/10/2021,FERDY WIDASMARA,CU04725,PUTRA NANGGROE ACEH - INTAN CIPTA PERDANA KSO,DPPAC00004,PEMBUATAN DUPLIKASI CROSSING TOLL DAN TARUM BARAT (SALURAN BSK),JAKARTA    , ,35BI18A06XXX,300.00 ,185.50 ,7.0,,,,,,,,,,,,,,,,,,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210900433,1,Y,20/10/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,29.00 ,15.00 ,7.0,,,,,,,,,,,,,,,,,,,,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900392,1,Y,20/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,VIPER45-03,231.00 ,107.30 ,14.0,,,,,,,,,,,,,,,,,,,,,,,7.00,7.00,MANUAL,C3000D,,,
SO03-IDM210900393,1,Y,20/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,BC25XXA06JOR,231.00 ,101.00 ,10.0,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,MANUAL,C3000D,,,
SO03-IDM210800179,1,Y,20/10/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,1000.00 ,644.00 ,70.0,,,,,,,,14.00,14.00,14.00,14.00,14.00,,,,,,,,,,,,,CPS,C3000D,,,
SO02-IDM211000351,1,Y,20/10/2021,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,250.00 ,250.00 ,70.0,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,,MANUAL,C0000A,,,
SO02-IDM211000361,1,Y,20/10/2021,ARGO YOSO,CU01896,CV FRIMA JAYA,DPFMJ00005,PROYEK IPA (INSTALASI PENGOLAHAN AIR) SETU BABAKAN,SETU BABAKAN    , ,22PX12A06XXX,13.00 ,13.00 ,13.0,,,,,,,,7.00,6.00,,,,,,,,,,,,,,,,MANUAL,C3000E,,,
SO03-IDM210900168,1,Y,20/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,5000.00 ,3881.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900548,1,Y,20/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,1434.50 ,98.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,MANUAL,C3000D,,,
