S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM230300005,1,Y,14/07/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00008,RUAS JORR SEKSI E1 E2 E3 W2S JALUR B DAN ULUJAMI - PONDOK AREN JALUR A,JORR    , ,VIPER45-03,556.50 ,82.35 ,5.00,,,,,,,,,,,,,,,,,,,,,,,,5.00,MANUAL,C3000D,,
SO21-IDM230700003,1,Y,14/07/2023,FERDY WIDASMARA,CU05252,PT. MARGA MAJU MAPAN,DPMMP00011,PEKERJAAN PEMELIHARAAN PERIODIK SCRAPPING FILLING OVERLAY (SFO) & REKONSTRUKSI,PERKERASAN JALAN PADA RUAS JALAN TOL DALAM KOTA DAN SEDYATMO TAHUN 2023    , ,VIPER45-03,160.00 ,160.00 ,5.00,,,,,,,,,,,,,,,,,,,,,,5.00,,,MANUAL,C6000D,,
SO11-IDM230300001,1,Y,14/07/2023,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00433,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,BC25XXA06JOR,900.00 ,220.70 ,5.00,,,,,,,,,,,,,,,,,,,,5.00,,,,,MANUAL,C3000C,,
SO21-IDM230700001,1,Y,14/07/2023,FERDY WIDASMARA,CU01222,PT. MULTI KARYA CEMERLANG,DPMKC00005,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK AREN JALUR B - 2023    , ,VIPER45-03,150.00 ,150.00 ,5.00,,,,,,,,,,,,,,,,,,,,,,,5.00,,MANUAL,C1400D,,
SO02-IDM230700141,1,Y,14/07/2023,FERDY WIDASMARA,CU02723,PT BUHA RIAMA,DPBHR00006,PERUMAHAN MEDLEN TAMAN CILEUNGSI BLOK DK CLUSTER MELATI,CILEUNGSI    , ,25PX12A06XXX,35.00 ,35.00 ,35.00,,,,,,,,,,,,,,,,21.00,14.00,,,,,,,,MANUAL,C0000E,,
SO03-IDM230500107,1,Y,14/07/2023,FERDY WIDASMARA,CU00165,PT BIN SALAMUN,DPBIN00456,CV PUTRA MULIA. REKONSTRUKSI JALAN PANGKALAN MUARABAKTI,MUARABAKTI    , ,30MX12A06BKS,2500.00 ,1961.00 ,147.00,,,,,,,,,,,,,,,,,,21.00,21.00,21.00,21.00,21.00,21.00,21.00,MANUAL,C3000D,,
SO03-IDM230500111,1,Y,14/07/2023,SULAIMAN,CU00165,PT BIN SALAMUN,DPBIN00456,CV PUTRA MULIA. REKONSTRUKSI JALAN PANGKALAN MUARABAKTI,MUARABAKTI    , ,LCFV12A06XXX,142.00 ,107.00 ,21.00,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,MANUAL,C3000D,,
