S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,04/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,51.50 ,25.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,4.00,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,04/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,25.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,04/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,34.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700409,1,Y,04/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,45RX07A06XXX,500.00 ,56.0,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,MANUAL,C0000E,,,
SO02-IDM210700410,1,Y,04/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,LCFI12A06XXX,200.00 ,21.0,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700373,1,Y,04/08/2021,DEDE JUNAEDI,CU02175,PT SARDO TAMA ABADI,DPSTA00053,INFRA AUCKLAND THP 3 PROYEK METLAND TRANSYOGI,CILEUNGSI    , ,25FI12A06XXX,109.00 ,7.0,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,04/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1902.50 ,95.0,,,,,,,,,21.00,7.00,7.00,7.00,14.00,14.00,7.00,7.00,7.00,4.00,,,,,,,CPS,C3000D,,,
SO03-IDM210700254,1,Y,04/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,2910.50 ,85.0,,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,7.00,7.00,7.00,7.00,7.00,MANUAL,C3000D,,,
SO03-IDM210600319,1,Y,04/08/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30FD14A06XXX,18.79 ,18.0,,,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700368,1,Y,04/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,45.00 ,10.0,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210700418,1,Y,04/08/2021,FERDY WIDASMARA,CU04632,PT. LARIS TRIO BERSAUDARA,DPLTB00002,PEMBANGUNAN RUSUN JAWA BARAT 5 KOMP. DEPSOS RT 002 RW 021 MARGAHAYU,KEC. BEKASI TIMUR KOTA BEKASI JAWA BARAT 17113    , ,30PX12A06RDB,250.00 ,15.5,,,,,,,,,,5.00,5.00,5.50,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210700363,1,Y,04/08/2021,DEDE JUNAEDI,CU01034,PT BIYA MAESTRO HARDSCAPE,DPBMH00023,CLUSTER OLIVE SUMMARECON BEKASI,BEKASI    , ,22FI12A06XXX,15.00 ,12.0,,,,,,,,,,6.00,6.00,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210700324,1,Y,04/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,91.00 ,35.0,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800019,1,Y,04/08/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,25PX12A06XXX,31.00 ,24.0,,,,,,,,,,7.00,7.00,7.00,3.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM210800029,1,Y,04/08/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,25PX12A06XXX,29.00 ,29.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,1.00,,,,,,,CPS,C0000E,,,
