S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220100042,1,Y,23/02/2022,FERDY WIDASMARA,CU02034,PT REKAGUNATEK PERSADA,DCREP00006,STRUKTUR PODIUM THE MAJ RESIDENCE BEKASI (S21008),BEKASI BARAT - BEKASI    , ,10MI12A06XXX,100.00 ,73.00 ,3.00,,,,,,,,,,3.00,,,,,,,,,,,,,,,MANUAL,C6000D,,,
SO03-IDM220200221,1,Y,23/02/2022,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,80.00 ,70.00 ,14.00,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220100301,1,Y,23/02/2022,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00100,"PT YESAYA EKASARANA. JL NAROGONG KM 13,5 PANGKALAN 5 (GANG AWIS) BEKASI",DEKAT PERBATASAN SELAMAT DATANG KAB BOGOR/KAB BEKASI    , ,30PX14A06XXX,130.00 ,82.00 ,21.00,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220200288,1,Y,23/02/2022,DEDE JUNAEDI,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00004,CLUSTER O2+ GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,35.00 ,35.00 ,35.00,,,,,,,,7.00,14.00,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM220200279,1,Y,23/02/2022,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00035,PERUMAHAN METLAND MENTENG 2 UNIT RUMAH B PLUS (70/112) BLOK F NO 9&10 CLS JURA,UJUNG MENTENG CAKUNG KOTA JAKARTA TIMUR DKI JAKARTA 13960    , ,22FI12A06XXX,16.00 ,16.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220200130,1,Y,23/02/2022,DEDE JUNAEDI,CU00280,PT OKTA DUTA INTI PERKASA,DPOIA00065,PROYEK PT OKTA DUTA IP RUKO GRAND BUSSINES PARK GRAND WISATA,BEKASI    , ,22FI12A06XXX,100.00 ,29.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM220100417,1,Y,23/02/2022,DEDE JUNAEDI,CU02632,PT KIRANA KURNIA KREASI,DPKKI00016,GRAND WISATA - CLUSTER WATER TERRACE BLOK BE18 BE20 BE21 BE25,BEKASI    , ,22FI12A06XXX,300.00 ,153.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220200091,1,Y,23/02/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00057,12001391. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,280.00 ,182.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
