S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220700063,1,Y,21/09/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06GAP,1434.00 ,736.00 ,7.00,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220700117,1,Y,21/09/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00025,WSK BEKASI,BEKASI    , ,30FI12A06XXX,200.00 ,19.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900271,1,Y,21/09/2022,FERDY WIDASMARA,CU04497,CV. SURYA PRATAMA INDONESIA,DPSPT00010,CITRALAND CIBUBUR,CIBUBUR    , ,22PX12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,18.00,12.00,,,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220400429,1,Y,21/09/2022,HERRU KUSTANTO,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX10A06XXX,1000.00 ,514.00 ,30.00,,,,,,,,,,,,,,7.00,14.00,7.00,2.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900181,1,Y,21/09/2022,HERI KUSWANTO,CU01127,PT MULTIKARYA SARANAPERKASA,DPMSP00030,JPN - UNIT BEKASI JL PONDOK UNGU - KALIABANG NO 206 KM 031 RT 001 RW 024 PEJUANG,KEC MEDAN SATRIA KOTA BEKASI    , ,30PX12A06XXX,50.00 ,16.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900224,1,Y,21/09/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,70.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM220800678,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,150.00 ,3.00 ,3.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220800741,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,130.00 ,3.00 ,3.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220900200,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,15.00 ,5.00 ,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220900242,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,120.00 ,4.00 ,4.00,,,,,,,,,4.00,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220900322,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,170.00 ,6.00 ,6.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO02-IDM220900424,1,Y,21/09/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,230.00 ,230.00 ,223.00,,,,,,,,,,14.00,21.00,28.00,21.00,14.00,21.00,28.00,35.00,14.00,20.00,7.00,,,,,CPS,C0000A,,,
SO02-IDM220900366,1,Y,21/09/2022,HERI KUSWANTO,CT05636,BP RICO TOBA NAINGGOLAN (NIK 3172021111850014),DRRTN00007,PERUM VIDA - NAROGONG BEKASI,BEKASI    , ,35FN12C06XXX,5.50 ,5.50 ,5.50,,,,,,,,,,,,,,,,,,5.50,,,,,,,MANUAL,C0000E,,,
SO03-IDM220800370,1,Y,21/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00084,12001429. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,49.00 ,49.00 ,14.00,,,,,,,,,,,,,,,,,,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM220800433,1,Y,21/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00086,12001430. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,100.00 ,37.00 ,28.00,,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM220800379,1,Y,21/09/2022,FERDY WIDASMARA,CU02964,CV BUNGA AGUNG PERKASA,DPBUP00132,JL RAHMAT KP RAWA KALONG RT 01 RW 04 DS KARANGSATRIA,KEC TAMBUN UTARA    , ,30MX12A06BKS,75.00 ,75.00 ,75.00,,,,,,,,,,,,,,,,,,,,,21.00,21.00,21.00,12.00,MANUAL,C3000D,,,
